fpath,mos,fpath_ori,ref_img
SRimages_resized/Yang10/sf5/sigma1.6/117025.png,4.0,SRimages/Yang10/sf5/sigma1.6/117025.png,GTimages/117025.jpg
SRimages_resized/Yang10/sf5/sigma1.6/201080.png,4.35,SRimages/Yang10/sf5/sigma1.6/201080.png,GTimages/201080.jpg
SRimages_resized/Yang10/sf5/sigma1.6/368037.png,4.05,SRimages/Yang10/sf5/sigma1.6/368037.png,GTimages/368037.jpg
SRimages_resized/Yang10/sf5/sigma1.6/29030.png,4.1,SRimages/Yang10/sf5/sigma1.6/29030.png,GTimages/29030.jpg
SRimages_resized/Yang10/sf5/sigma1.6/226043.png,3.025,SRimages/Yang10/sf5/sigma1.6/226043.png,GTimages/226043.jpg
SRimages_resized/Yang10/sf5/sigma1.6/281017.png,3.5,SRimages/Yang10/sf5/sigma1.6/281017.png,GTimages/281017.jpg
SRimages_resized/Yang10/sf5/sigma1.6/35028.png,4.55,SRimages/Yang10/sf5/sigma1.6/35028.png,GTimages/35028.jpg
SRimages_resized/Yang10/sf5/sigma1.6/335094.png,3.1,SRimages/Yang10/sf5/sigma1.6/335094.png,GTimages/335094.jpg
SRimages_resized/Yang10/sf5/sigma1.6/259060.png,4.175,SRimages/Yang10/sf5/sigma1.6/259060.png,GTimages/259060.jpg
SRimages_resized/Yang10/sf5/sigma1.6/33044.png,4.025,SRimages/Yang10/sf5/sigma1.6/33044.png,GTimages/33044.jpg
SRimages_resized/Yang10/sf5/sigma1.6/335088.png,3.6,SRimages/Yang10/sf5/sigma1.6/335088.png,GTimages/335088.jpg
SRimages_resized/Yang10/sf5/sigma1.6/48025.png,3.475,SRimages/Yang10/sf5/sigma1.6/48025.png,GTimages/48025.jpg
SRimages_resized/Yang10/sf5/sigma1.6/94095.png,3.6,SRimages/Yang10/sf5/sigma1.6/94095.png,GTimages/94095.jpg
SRimages_resized/Yang10/sf5/sigma1.6/71076.png,5.225,SRimages/Yang10/sf5/sigma1.6/71076.png,GTimages/71076.jpg
SRimages_resized/Yang10/sf5/sigma1.6/36046.png,5.275,SRimages/Yang10/sf5/sigma1.6/36046.png,GTimages/36046.jpg
SRimages_resized/Yang10/sf5/sigma1.6/20069.png,3.175,SRimages/Yang10/sf5/sigma1.6/20069.png,GTimages/20069.jpg
SRimages_resized/Yang10/sf5/sigma1.6/104055.png,4.125,SRimages/Yang10/sf5/sigma1.6/104055.png,GTimages/104055.jpg
SRimages_resized/Yang10/sf5/sigma1.6/101084.png,4.9,SRimages/Yang10/sf5/sigma1.6/101084.png,GTimages/101084.jpg
SRimages_resized/Yang10/sf5/sigma1.6/48017.png,5.575,SRimages/Yang10/sf5/sigma1.6/48017.png,GTimages/48017.jpg
SRimages_resized/Yang10/sf5/sigma1.6/134049.png,3.35,SRimages/Yang10/sf5/sigma1.6/134049.png,GTimages/134049.jpg
SRimages_resized/Yang10/sf5/sigma1.6/228076.png,4.4,SRimages/Yang10/sf5/sigma1.6/228076.png,GTimages/228076.jpg
SRimages_resized/Yang10/sf5/sigma1.6/225022.png,3.75,SRimages/Yang10/sf5/sigma1.6/225022.png,GTimages/225022.jpg
SRimages_resized/Yang10/sf5/sigma1.6/141048.png,6.175,SRimages/Yang10/sf5/sigma1.6/141048.png,GTimages/141048.jpg
SRimages_resized/Yang10/sf5/sigma1.6/243095.png,3.6,SRimages/Yang10/sf5/sigma1.6/243095.png,GTimages/243095.jpg
SRimages_resized/Yang10/sf5/sigma1.6/107014.png,4.45,SRimages/Yang10/sf5/sigma1.6/107014.png,GTimages/107014.jpg
SRimages_resized/Yang10/sf5/sigma1.6/157032.png,5.025,SRimages/Yang10/sf5/sigma1.6/157032.png,GTimages/157032.jpg
SRimages_resized/Yang10/sf5/sigma1.6/49024.png,4.625,SRimages/Yang10/sf5/sigma1.6/49024.png,GTimages/49024.jpg
SRimages_resized/Yang10/sf6/sigma1.8/187058.png,2.325,SRimages/Yang10/sf6/sigma1.8/187058.png,GTimages/187058.jpg
SRimages_resized/Yang10/sf6/sigma1.8/130066.png,3.6,SRimages/Yang10/sf6/sigma1.8/130066.png,GTimages/130066.jpg
SRimages_resized/Yang10/sf6/sigma1.8/103006.png,3.425,SRimages/Yang10/sf6/sigma1.8/103006.png,GTimages/103006.jpg
SRimages_resized/Yang10/sf6/sigma1.8/117025.png,4.3,SRimages/Yang10/sf6/sigma1.8/117025.png,GTimages/117025.jpg
SRimages_resized/Yang10/sf6/sigma1.8/201080.png,3.925,SRimages/Yang10/sf6/sigma1.8/201080.png,GTimages/201080.jpg
SRimages_resized/Yang10/sf6/sigma1.8/368037.png,3.425,SRimages/Yang10/sf6/sigma1.8/368037.png,GTimages/368037.jpg
SRimages_resized/Yang10/sf6/sigma1.8/29030.png,3.95,SRimages/Yang10/sf6/sigma1.8/29030.png,GTimages/29030.jpg
SRimages_resized/Yang10/sf6/sigma1.8/226043.png,1.925,SRimages/Yang10/sf6/sigma1.8/226043.png,GTimages/226043.jpg
SRimages_resized/Yang10/sf6/sigma1.8/281017.png,2.125,SRimages/Yang10/sf6/sigma1.8/281017.png,GTimages/281017.jpg
SRimages_resized/Yang10/sf6/sigma1.8/35028.png,4.5,SRimages/Yang10/sf6/sigma1.8/35028.png,GTimages/35028.jpg
SRimages_resized/Yang10/sf6/sigma1.8/335094.png,3.05,SRimages/Yang10/sf6/sigma1.8/335094.png,GTimages/335094.jpg
SRimages_resized/Yang10/sf6/sigma1.8/259060.png,3.675,SRimages/Yang10/sf6/sigma1.8/259060.png,GTimages/259060.jpg
SRimages_resized/Yang10/sf6/sigma1.8/33044.png,3.825,SRimages/Yang10/sf6/sigma1.8/33044.png,GTimages/33044.jpg
SRimages_resized/Yang10/sf6/sigma1.8/335088.png,3.125,SRimages/Yang10/sf6/sigma1.8/335088.png,GTimages/335088.jpg
SRimages_resized/Yang10/sf6/sigma1.8/48025.png,3.875,SRimages/Yang10/sf6/sigma1.8/48025.png,GTimages/48025.jpg
SRimages_resized/Yang10/sf6/sigma1.8/94095.png,1.875,SRimages/Yang10/sf6/sigma1.8/94095.png,GTimages/94095.jpg
SRimages_resized/Yang10/sf6/sigma1.8/71076.png,4.725,SRimages/Yang10/sf6/sigma1.8/71076.png,GTimages/71076.jpg
SRimages_resized/Yang10/sf6/sigma1.8/36046.png,3.225,SRimages/Yang10/sf6/sigma1.8/36046.png,GTimages/36046.jpg
SRimages_resized/Yang10/sf6/sigma1.8/20069.png,3.075,SRimages/Yang10/sf6/sigma1.8/20069.png,GTimages/20069.jpg
SRimages_resized/Yang10/sf6/sigma1.8/104055.png,4.15,SRimages/Yang10/sf6/sigma1.8/104055.png,GTimages/104055.jpg
SRimages_resized/Yang10/sf6/sigma1.8/101084.png,3.8,SRimages/Yang10/sf6/sigma1.8/101084.png,GTimages/101084.jpg
SRimages_resized/Yang10/sf6/sigma1.8/48017.png,4.675,SRimages/Yang10/sf6/sigma1.8/48017.png,GTimages/48017.jpg
SRimages_resized/Yang10/sf6/sigma1.8/134049.png,3.175,SRimages/Yang10/sf6/sigma1.8/134049.png,GTimages/134049.jpg
SRimages_resized/Yang10/sf6/sigma1.8/228076.png,3.125,SRimages/Yang10/sf6/sigma1.8/228076.png,GTimages/228076.jpg
SRimages_resized/Yang10/sf6/sigma1.8/225022.png,3.7,SRimages/Yang10/sf6/sigma1.8/225022.png,GTimages/225022.jpg
SRimages_resized/Yang10/sf6/sigma1.8/141048.png,5.175,SRimages/Yang10/sf6/sigma1.8/141048.png,GTimages/141048.jpg
SRimages_resized/Yang10/sf6/sigma1.8/243095.png,3.55,SRimages/Yang10/sf6/sigma1.8/243095.png,GTimages/243095.jpg
SRimages_resized/Yang10/sf6/sigma1.8/107014.png,3.7,SRimages/Yang10/sf6/sigma1.8/107014.png,GTimages/107014.jpg
SRimages_resized/Yang10/sf6/sigma1.8/157032.png,4.25,SRimages/Yang10/sf6/sigma1.8/157032.png,GTimages/157032.jpg
SRimages_resized/Yang10/sf6/sigma1.8/49024.png,3.65,SRimages/Yang10/sf6/sigma1.8/49024.png,GTimages/49024.jpg
SRimages_resized/Yang10/sf8/sigma2.0/187058.png,1.175,SRimages/Yang10/sf8/sigma2.0/187058.png,GTimages/187058.jpg
SRimages_resized/Yang10/sf8/sigma2.0/130066.png,2.875,SRimages/Yang10/sf8/sigma2.0/130066.png,GTimages/130066.jpg
SRimages_resized/Yang10/sf8/sigma2.0/103006.png,1.65,SRimages/Yang10/sf8/sigma2.0/103006.png,GTimages/103006.jpg
SRimages_resized/Yang10/sf8/sigma2.0/117025.png,2.2,SRimages/Yang10/sf8/sigma2.0/117025.png,GTimages/117025.jpg
SRimages_resized/Yang10/sf8/sigma2.0/201080.png,2.925,SRimages/Yang10/sf8/sigma2.0/201080.png,GTimages/201080.jpg
SRimages_resized/Yang10/sf8/sigma2.0/368037.png,2.475,SRimages/Yang10/sf8/sigma2.0/368037.png,GTimages/368037.jpg
SRimages_resized/Yang10/sf8/sigma2.0/29030.png,3.2,SRimages/Yang10/sf8/sigma2.0/29030.png,GTimages/29030.jpg
SRimages_resized/Yang10/sf8/sigma2.0/226043.png,2.0,SRimages/Yang10/sf8/sigma2.0/226043.png,GTimages/226043.jpg
SRimages_resized/Yang10/sf8/sigma2.0/281017.png,1.3,SRimages/Yang10/sf8/sigma2.0/281017.png,GTimages/281017.jpg
SRimages_resized/Yang10/sf8/sigma2.0/35028.png,4.05,SRimages/Yang10/sf8/sigma2.0/35028.png,GTimages/35028.jpg
SRimages_resized/Yang10/sf8/sigma2.0/335094.png,2.35,SRimages/Yang10/sf8/sigma2.0/335094.png,GTimages/335094.jpg
SRimages_resized/Yang10/sf8/sigma2.0/259060.png,2.425,SRimages/Yang10/sf8/sigma2.0/259060.png,GTimages/259060.jpg
SRimages_resized/Yang10/sf8/sigma2.0/33044.png,2.4,SRimages/Yang10/sf8/sigma2.0/33044.png,GTimages/33044.jpg
SRimages_resized/Yang10/sf8/sigma2.0/335088.png,1.575,SRimages/Yang10/sf8/sigma2.0/335088.png,GTimages/335088.jpg
SRimages_resized/Yang10/sf8/sigma2.0/48025.png,2.1,SRimages/Yang10/sf8/sigma2.0/48025.png,GTimages/48025.jpg
SRimages_resized/Yang10/sf8/sigma2.0/94095.png,1.3,SRimages/Yang10/sf8/sigma2.0/94095.png,GTimages/94095.jpg
SRimages_resized/Yang10/sf8/sigma2.0/71076.png,3.075,SRimages/Yang10/sf8/sigma2.0/71076.png,GTimages/71076.jpg
SRimages_resized/Yang10/sf8/sigma2.0/36046.png,2.65,SRimages/Yang10/sf8/sigma2.0/36046.png,GTimages/36046.jpg
SRimages_resized/Yang10/sf8/sigma2.0/20069.png,2.025,SRimages/Yang10/sf8/sigma2.0/20069.png,GTimages/20069.jpg
SRimages_resized/Yang10/sf8/sigma2.0/104055.png,2.4,SRimages/Yang10/sf8/sigma2.0/104055.png,GTimages/104055.jpg
SRimages_resized/Yang10/sf8/sigma2.0/101084.png,2.725,SRimages/Yang10/sf8/sigma2.0/101084.png,GTimages/101084.jpg
SRimages_resized/Yang10/sf8/sigma2.0/48017.png,3.7,SRimages/Yang10/sf8/sigma2.0/48017.png,GTimages/48017.jpg
SRimages_resized/Yang10/sf8/sigma2.0/134049.png,1.775,SRimages/Yang10/sf8/sigma2.0/134049.png,GTimages/134049.jpg
SRimages_resized/Yang10/sf8/sigma2.0/228076.png,2.725,SRimages/Yang10/sf8/sigma2.0/228076.png,GTimages/228076.jpg
SRimages_resized/Yang10/sf8/sigma2.0/225022.png,2.625,SRimages/Yang10/sf8/sigma2.0/225022.png,GTimages/225022.jpg
SRimages_resized/Yang10/sf8/sigma2.0/141048.png,3.3,SRimages/Yang10/sf8/sigma2.0/141048.png,GTimages/141048.jpg
SRimages_resized/Yang10/sf8/sigma2.0/243095.png,2.125,SRimages/Yang10/sf8/sigma2.0/243095.png,GTimages/243095.jpg
SRimages_resized/Yang10/sf8/sigma2.0/107014.png,2.45,SRimages/Yang10/sf8/sigma2.0/107014.png,GTimages/107014.jpg
SRimages_resized/Yang10/sf8/sigma2.0/157032.png,3.65,SRimages/Yang10/sf8/sigma2.0/157032.png,GTimages/157032.jpg
SRimages_resized/Yang10/sf8/sigma2.0/49024.png,3.175,SRimages/Yang10/sf8/sigma2.0/49024.png,GTimages/49024.jpg
SRimages_resized/Dong11/sf2/sigma0.8/187058.png,8.825,SRimages/Dong11/sf2/sigma0.8/187058.png,GTimages/187058.jpg
SRimages_resized/Dong11/sf2/sigma0.8/130066.png,8.4,SRimages/Dong11/sf2/sigma0.8/130066.png,GTimages/130066.jpg
SRimages_resized/Dong11/sf2/sigma0.8/103006.png,9.375,SRimages/Dong11/sf2/sigma0.8/103006.png,GTimages/103006.jpg
SRimages_resized/Dong11/sf2/sigma0.8/117025.png,8.375,SRimages/Dong11/sf2/sigma0.8/117025.png,GTimages/117025.jpg
SRimages_resized/Dong11/sf2/sigma0.8/201080.png,9.2,SRimages/Dong11/sf2/sigma0.8/201080.png,GTimages/201080.jpg
SRimages_resized/Dong11/sf2/sigma0.8/368037.png,9.1,SRimages/Dong11/sf2/sigma0.8/368037.png,GTimages/368037.jpg
SRimages_resized/Dong11/sf2/sigma0.8/29030.png,9.1,SRimages/Dong11/sf2/sigma0.8/29030.png,GTimages/29030.jpg
SRimages_resized/Dong11/sf2/sigma0.8/226043.png,8.85,SRimages/Dong11/sf2/sigma0.8/226043.png,GTimages/226043.jpg
SRimages_resized/Dong11/sf2/sigma0.8/281017.png,7.65,SRimages/Dong11/sf2/sigma0.8/281017.png,GTimages/281017.jpg
SRimages_resized/Dong11/sf2/sigma0.8/35028.png,9.45,SRimages/Dong11/sf2/sigma0.8/35028.png,GTimages/35028.jpg
SRimages_resized/Dong11/sf2/sigma0.8/335094.png,8.85,SRimages/Dong11/sf2/sigma0.8/335094.png,GTimages/335094.jpg
SRimages_resized/Dong11/sf2/sigma0.8/259060.png,8.675,SRimages/Dong11/sf2/sigma0.8/259060.png,GTimages/259060.jpg
SRimages_resized/Dong11/sf2/sigma0.8/33044.png,9.3,SRimages/Dong11/sf2/sigma0.8/33044.png,GTimages/33044.jpg
SRimages_resized/Dong11/sf2/sigma0.8/335088.png,9.0,SRimages/Dong11/sf2/sigma0.8/335088.png,GTimages/335088.jpg
SRimages_resized/Dong11/sf2/sigma0.8/48025.png,9.0,SRimages/Dong11/sf2/sigma0.8/48025.png,GTimages/48025.jpg
SRimages_resized/Dong11/sf2/sigma0.8/94095.png,9.15,SRimages/Dong11/sf2/sigma0.8/94095.png,GTimages/94095.jpg
SRimages_resized/Dong11/sf2/sigma0.8/71076.png,9.45,SRimages/Dong11/sf2/sigma0.8/71076.png,GTimages/71076.jpg
SRimages_resized/Dong11/sf2/sigma0.8/36046.png,9.025,SRimages/Dong11/sf2/sigma0.8/36046.png,GTimages/36046.jpg
SRimages_resized/Dong11/sf2/sigma0.8/20069.png,8.9,SRimages/Dong11/sf2/sigma0.8/20069.png,GTimages/20069.jpg
SRimages_resized/Dong11/sf2/sigma0.8/104055.png,8.575,SRimages/Dong11/sf2/sigma0.8/104055.png,GTimages/104055.jpg
SRimages_resized/Dong11/sf2/sigma0.8/101084.png,8.9,SRimages/Dong11/sf2/sigma0.8/101084.png,GTimages/101084.jpg
SRimages_resized/Dong11/sf2/sigma0.8/48017.png,9.725,SRimages/Dong11/sf2/sigma0.8/48017.png,GTimages/48017.jpg
SRimages_resized/Dong11/sf2/sigma0.8/134049.png,8.825,SRimages/Dong11/sf2/sigma0.8/134049.png,GTimages/134049.jpg
SRimages_resized/Dong11/sf2/sigma0.8/228076.png,9.1,SRimages/Dong11/sf2/sigma0.8/228076.png,GTimages/228076.jpg
SRimages_resized/Dong11/sf2/sigma0.8/225022.png,9.3,SRimages/Dong11/sf2/sigma0.8/225022.png,GTimages/225022.jpg
SRimages_resized/Dong11/sf2/sigma0.8/141048.png,9.35,SRimages/Dong11/sf2/sigma0.8/141048.png,GTimages/141048.jpg
SRimages_resized/Dong11/sf2/sigma0.8/243095.png,8.35,SRimages/Dong11/sf2/sigma0.8/243095.png,GTimages/243095.jpg
SRimages_resized/Dong11/sf2/sigma0.8/107014.png,9.325,SRimages/Dong11/sf2/sigma0.8/107014.png,GTimages/107014.jpg
SRimages_resized/Dong11/sf2/sigma0.8/157032.png,9.675,SRimages/Dong11/sf2/sigma0.8/157032.png,GTimages/157032.jpg
SRimages_resized/Dong11/sf2/sigma0.8/49024.png,9.425,SRimages/Dong11/sf2/sigma0.8/49024.png,GTimages/49024.jpg
SRimages_resized/Dong11/sf3/sigma1.0/187058.png,6.5,SRimages/Dong11/sf3/sigma1.0/187058.png,GTimages/187058.jpg
SRimages_resized/Dong11/sf3/sigma1.0/130066.png,7.075,SRimages/Dong11/sf3/sigma1.0/130066.png,GTimages/130066.jpg
SRimages_resized/Dong11/sf3/sigma1.0/103006.png,7.95,SRimages/Dong11/sf3/sigma1.0/103006.png,GTimages/103006.jpg
SRimages_resized/Dong11/sf3/sigma1.0/117025.png,6.05,SRimages/Dong11/sf3/sigma1.0/117025.png,GTimages/117025.jpg
SRimages_resized/Dong11/sf3/sigma1.0/201080.png,7.025,SRimages/Dong11/sf3/sigma1.0/201080.png,GTimages/201080.jpg
SRimages_resized/Dong11/sf3/sigma1.0/368037.png,7.75,SRimages/Dong11/sf3/sigma1.0/368037.png,GTimages/368037.jpg
SRimages_resized/Dong11/sf3/sigma1.0/29030.png,7.675,SRimages/Dong11/sf3/sigma1.0/29030.png,GTimages/29030.jpg
SRimages_resized/Dong11/sf3/sigma1.0/226043.png,6.425,SRimages/Dong11/sf3/sigma1.0/226043.png,GTimages/226043.jpg
SRimages_resized/Dong11/sf3/sigma1.0/281017.png,6.325,SRimages/Dong11/sf3/sigma1.0/281017.png,GTimages/281017.jpg
SRimages_resized/Dong11/sf3/sigma1.0/35028.png,8.25,SRimages/Dong11/sf3/sigma1.0/35028.png,GTimages/35028.jpg
SRimages_resized/Dong11/sf3/sigma1.0/335094.png,6.275,SRimages/Dong11/sf3/sigma1.0/335094.png,GTimages/335094.jpg
SRimages_resized/Dong11/sf3/sigma1.0/259060.png,7.325,SRimages/Dong11/sf3/sigma1.0/259060.png,GTimages/259060.jpg
SRimages_resized/Dong11/sf3/sigma1.0/33044.png,7.85,SRimages/Dong11/sf3/sigma1.0/33044.png,GTimages/33044.jpg
SRimages_resized/Dong11/sf3/sigma1.0/335088.png,7.25,SRimages/Dong11/sf3/sigma1.0/335088.png,GTimages/335088.jpg
SRimages_resized/Dong11/sf3/sigma1.0/48025.png,7.85,SRimages/Dong11/sf3/sigma1.0/48025.png,GTimages/48025.jpg
SRimages_resized/Dong11/sf3/sigma1.0/94095.png,6.425,SRimages/Dong11/sf3/sigma1.0/94095.png,GTimages/94095.jpg
SRimages_resized/Dong11/sf3/sigma1.0/71076.png,7.875,SRimages/Dong11/sf3/sigma1.0/71076.png,GTimages/71076.jpg
SRimages_resized/Dong11/sf3/sigma1.0/36046.png,7.35,SRimages/Dong11/sf3/sigma1.0/36046.png,GTimages/36046.jpg
SRimages_resized/Dong11/sf3/sigma1.0/20069.png,7.8,SRimages/Dong11/sf3/sigma1.0/20069.png,GTimages/20069.jpg
SRimages_resized/Dong11/sf3/sigma1.0/104055.png,8.075,SRimages/Dong11/sf3/sigma1.0/104055.png,GTimages/104055.jpg
SRimages_resized/Dong11/sf3/sigma1.0/101084.png,7.9,SRimages/Dong11/sf3/sigma1.0/101084.png,GTimages/101084.jpg
SRimages_resized/Dong11/sf3/sigma1.0/48017.png,7.825,SRimages/Dong11/sf3/sigma1.0/48017.png,GTimages/48017.jpg
SRimages_resized/Dong11/sf3/sigma1.0/134049.png,6.325,SRimages/Dong11/sf3/sigma1.0/134049.png,GTimages/134049.jpg
SRimages_resized/Dong11/sf3/sigma1.0/228076.png,8.075,SRimages/Dong11/sf3/sigma1.0/228076.png,GTimages/228076.jpg
SRimages_resized/Dong11/sf3/sigma1.0/225022.png,7.55,SRimages/Dong11/sf3/sigma1.0/225022.png,GTimages/225022.jpg
SRimages_resized/Dong11/sf3/sigma1.0/141048.png,7.9,SRimages/Dong11/sf3/sigma1.0/141048.png,GTimages/141048.jpg
SRimages_resized/Dong11/sf3/sigma1.0/243095.png,6.9,SRimages/Dong11/sf3/sigma1.0/243095.png,GTimages/243095.jpg
SRimages_resized/Dong11/sf3/sigma1.0/107014.png,7.55,SRimages/Dong11/sf3/sigma1.0/107014.png,GTimages/107014.jpg
SRimages_resized/Dong11/sf3/sigma1.0/157032.png,7.575,SRimages/Dong11/sf3/sigma1.0/157032.png,GTimages/157032.jpg
SRimages_resized/Dong11/sf3/sigma1.0/49024.png,8.15,SRimages/Dong11/sf3/sigma1.0/49024.png,GTimages/49024.jpg
SRimages_resized/Dong11/sf4/sigma1.2/187058.png,5.15,SRimages/Dong11/sf4/sigma1.2/187058.png,GTimages/187058.jpg
SRimages_resized/Dong11/sf4/sigma1.2/130066.png,5.775,SRimages/Dong11/sf4/sigma1.2/130066.png,GTimages/130066.jpg
SRimages_resized/Dong11/sf4/sigma1.2/103006.png,5.75,SRimages/Dong11/sf4/sigma1.2/103006.png,GTimages/103006.jpg
SRimages_resized/Dong11/sf4/sigma1.2/117025.png,5.925,SRimages/Dong11/sf4/sigma1.2/117025.png,GTimages/117025.jpg
SRimages_resized/Dong11/sf4/sigma1.2/201080.png,5.55,SRimages/Dong11/sf4/sigma1.2/201080.png,GTimages/201080.jpg
SRimages_resized/Dong11/sf4/sigma1.2/368037.png,6.1,SRimages/Dong11/sf4/sigma1.2/368037.png,GTimages/368037.jpg
SRimages_resized/Dong11/sf4/sigma1.2/29030.png,6.475,SRimages/Dong11/sf4/sigma1.2/29030.png,GTimages/29030.jpg
SRimages_resized/Dong11/sf4/sigma1.2/226043.png,4.275,SRimages/Dong11/sf4/sigma1.2/226043.png,GTimages/226043.jpg
SRimages_resized/Dong11/sf4/sigma1.2/281017.png,4.375,SRimages/Dong11/sf4/sigma1.2/281017.png,GTimages/281017.jpg
SRimages_resized/Dong11/sf4/sigma1.2/35028.png,6.875,SRimages/Dong11/sf4/sigma1.2/35028.png,GTimages/35028.jpg
SRimages_resized/Dong11/sf4/sigma1.2/335094.png,5.2,SRimages/Dong11/sf4/sigma1.2/335094.png,GTimages/335094.jpg
SRimages_resized/Dong11/sf4/sigma1.2/259060.png,5.625,SRimages/Dong11/sf4/sigma1.2/259060.png,GTimages/259060.jpg
SRimages_resized/Dong11/sf4/sigma1.2/33044.png,6.075,SRimages/Dong11/sf4/sigma1.2/33044.png,GTimages/33044.jpg
SRimages_resized/Dong11/sf4/sigma1.2/335088.png,5.925,SRimages/Dong11/sf4/sigma1.2/335088.png,GTimages/335088.jpg
SRimages_resized/Dong11/sf4/sigma1.2/48025.png,6.275,SRimages/Dong11/sf4/sigma1.2/48025.png,GTimages/48025.jpg
SRimages_resized/Dong11/sf4/sigma1.2/94095.png,5.975,SRimages/Dong11/sf4/sigma1.2/94095.png,GTimages/94095.jpg
SRimages_resized/Dong11/sf4/sigma1.2/71076.png,7.15,SRimages/Dong11/sf4/sigma1.2/71076.png,GTimages/71076.jpg
SRimages_resized/Dong11/sf4/sigma1.2/36046.png,6.45,SRimages/Dong11/sf4/sigma1.2/36046.png,GTimages/36046.jpg
SRimages_resized/Dong11/sf4/sigma1.2/20069.png,6.025,SRimages/Dong11/sf4/sigma1.2/20069.png,GTimages/20069.jpg
SRimages_resized/Dong11/sf4/sigma1.2/104055.png,5.775,SRimages/Dong11/sf4/sigma1.2/104055.png,GTimages/104055.jpg
SRimages_resized/Dong11/sf4/sigma1.2/101084.png,5.4,SRimages/Dong11/sf4/sigma1.2/101084.png,GTimages/101084.jpg
SRimages_resized/Dong11/sf4/sigma1.2/48017.png,7.225,SRimages/Dong11/sf4/sigma1.2/48017.png,GTimages/48017.jpg
SRimages_resized/Dong11/sf4/sigma1.2/134049.png,3.55,SRimages/Dong11/sf4/sigma1.2/134049.png,GTimages/134049.jpg
SRimages_resized/Dong11/sf4/sigma1.2/228076.png,5.175,SRimages/Dong11/sf4/sigma1.2/228076.png,GTimages/228076.jpg
SRimages_resized/Dong11/sf4/sigma1.2/225022.png,5.95,SRimages/Dong11/sf4/sigma1.2/225022.png,GTimages/225022.jpg
SRimages_resized/Dong11/sf4/sigma1.2/141048.png,7.0,SRimages/Dong11/sf4/sigma1.2/141048.png,GTimages/141048.jpg
SRimages_resized/Dong11/sf4/sigma1.2/243095.png,5.175,SRimages/Dong11/sf4/sigma1.2/243095.png,GTimages/243095.jpg
SRimages_resized/Dong11/sf4/sigma1.2/107014.png,6.125,SRimages/Dong11/sf4/sigma1.2/107014.png,GTimages/107014.jpg
SRimages_resized/Dong11/sf4/sigma1.2/157032.png,5.7,SRimages/Dong11/sf4/sigma1.2/157032.png,GTimages/157032.jpg
SRimages_resized/Dong11/sf4/sigma1.2/49024.png,6.05,SRimages/Dong11/sf4/sigma1.2/49024.png,GTimages/49024.jpg
SRimages_resized/Dong11/sf5/sigma1.6/187058.png,3.175,SRimages/Dong11/sf5/sigma1.6/187058.png,GTimages/187058.jpg
SRimages_resized/Dong11/sf5/sigma1.6/130066.png,4.025,SRimages/Dong11/sf5/sigma1.6/130066.png,GTimages/130066.jpg
SRimages_resized/Dong11/sf5/sigma1.6/103006.png,4.275,SRimages/Dong11/sf5/sigma1.6/103006.png,GTimages/103006.jpg
SRimages_resized/Dong11/sf5/sigma1.6/117025.png,4.5,SRimages/Dong11/sf5/sigma1.6/117025.png,GTimages/117025.jpg
SRimages_resized/Dong11/sf5/sigma1.6/201080.png,4.4,SRimages/Dong11/sf5/sigma1.6/201080.png,GTimages/201080.jpg
SRimages_resized/Dong11/sf5/sigma1.6/368037.png,5.125,SRimages/Dong11/sf5/sigma1.6/368037.png,GTimages/368037.jpg
SRimages_resized/Dong11/sf5/sigma1.6/29030.png,6.325,SRimages/Dong11/sf5/sigma1.6/29030.png,GTimages/29030.jpg
SRimages_resized/Dong11/sf5/sigma1.6/226043.png,2.95,SRimages/Dong11/sf5/sigma1.6/226043.png,GTimages/226043.jpg
SRimages_resized/Dong11/sf5/sigma1.6/281017.png,3.95,SRimages/Dong11/sf5/sigma1.6/281017.png,GTimages/281017.jpg
SRimages_resized/Dong11/sf5/sigma1.6/35028.png,5.25,SRimages/Dong11/sf5/sigma1.6/35028.png,GTimages/35028.jpg
SRimages_resized/Dong11/sf5/sigma1.6/335094.png,2.8,SRimages/Dong11/sf5/sigma1.6/335094.png,GTimages/335094.jpg
SRimages_resized/Dong11/sf5/sigma1.6/259060.png,3.55,SRimages/Dong11/sf5/sigma1.6/259060.png,GTimages/259060.jpg
SRimages_resized/Dong11/sf5/sigma1.6/33044.png,4.075,SRimages/Dong11/sf5/sigma1.6/33044.png,GTimages/33044.jpg
SRimages_resized/Dong11/sf5/sigma1.6/335088.png,3.45,SRimages/Dong11/sf5/sigma1.6/335088.png,GTimages/335088.jpg
SRimages_resized/Dong11/sf5/sigma1.6/48025.png,3.7,SRimages/Dong11/sf5/sigma1.6/48025.png,GTimages/48025.jpg
SRimages_resized/Dong11/sf5/sigma1.6/94095.png,3.225,SRimages/Dong11/sf5/sigma1.6/94095.png,GTimages/94095.jpg
SRimages_resized/Dong11/sf5/sigma1.6/71076.png,5.6,SRimages/Dong11/sf5/sigma1.6/71076.png,GTimages/71076.jpg
SRimages_resized/Dong11/sf5/sigma1.6/36046.png,4.875,SRimages/Dong11/sf5/sigma1.6/36046.png,GTimages/36046.jpg
SRimages_resized/Dong11/sf5/sigma1.6/20069.png,4.225,SRimages/Dong11/sf5/sigma1.6/20069.png,GTimages/20069.jpg
