fpath,img,dist,ver,mos,ref_img
distorted_images/i14_01_5.bmp,I14,01,5,3.75,reference_images/i14.bmp
distorted_images/i14_02_1.bmp,I14,02,1,5.97297,reference_images/i14.bmp
distorted_images/i14_02_2.bmp,I14,02,2,5.91667,reference_images/i14.bmp
distorted_images/i14_02_3.bmp,I14,02,3,5.7714300000000005,reference_images/i14.bmp
distorted_images/i14_02_4.bmp,I14,02,4,5.13889,reference_images/i14.bmp
distorted_images/i14_02_5.bmp,I14,02,5,4.52778,reference_images/i14.bmp
distorted_images/i14_03_1.bmp,I14,03,1,5.19444,reference_images/i14.bmp
distorted_images/i14_03_2.bmp,I14,03,2,4.43243,reference_images/i14.bmp
distorted_images/i14_03_3.bmp,I14,03,3,3.7777800000000004,reference_images/i14.bmp
distorted_images/i14_03_4.bmp,I14,03,4,3.08333,reference_images/i14.bmp
distorted_images/i14_03_5.bmp,I14,03,5,2.59459,reference_images/i14.bmp
distorted_images/i14_04_1.bmp,I14,04,1,6.028569999999999,reference_images/i14.bmp
distorted_images/i14_04_2.bmp,I14,04,2,5.63889,reference_images/i14.bmp
distorted_images/i14_04_3.bmp,I14,04,3,5.5,reference_images/i14.bmp
distorted_images/i14_04_4.bmp,I14,04,4,4.65714,reference_images/i14.bmp
distorted_images/i14_04_5.bmp,I14,04,5,4.02778,reference_images/i14.bmp
distorted_images/i14_05_1.bmp,I14,05,1,6.05405,reference_images/i14.bmp
distorted_images/i14_05_2.bmp,I14,05,2,5.59459,reference_images/i14.bmp
distorted_images/i14_05_3.bmp,I14,05,3,4.97222,reference_images/i14.bmp
distorted_images/i14_05_4.bmp,I14,05,4,4.16216,reference_images/i14.bmp
distorted_images/i14_05_5.bmp,I14,05,5,3.02703,reference_images/i14.bmp
distorted_images/i14_06_1.bmp,I14,06,1,5.08333,reference_images/i14.bmp
distorted_images/i14_06_2.bmp,I14,06,2,4.33333,reference_images/i14.bmp
distorted_images/i14_06_3.bmp,I14,06,3,4.02778,reference_images/i14.bmp
distorted_images/i14_06_4.bmp,I14,06,4,3.7777800000000004,reference_images/i14.bmp
distorted_images/i14_06_5.bmp,I14,06,5,3.16667,reference_images/i14.bmp
distorted_images/i14_07_1.bmp,I14,07,1,5.72222,reference_images/i14.bmp
distorted_images/i14_07_2.bmp,I14,07,2,5.44444,reference_images/i14.bmp
distorted_images/i14_07_3.bmp,I14,07,3,4.27778,reference_images/i14.bmp
distorted_images/i14_07_4.bmp,I14,07,4,3.61111,reference_images/i14.bmp
distorted_images/i14_07_5.bmp,I14,07,5,2.91892,reference_images/i14.bmp
distorted_images/i14_08_1.bmp,I14,08,1,5.43243,reference_images/i14.bmp
distorted_images/i14_08_2.bmp,I14,08,2,4.55556,reference_images/i14.bmp
distorted_images/i14_08_3.bmp,I14,08,3,3.4864900000000003,reference_images/i14.bmp
distorted_images/i14_08_4.bmp,I14,08,4,2.8378400000000004,reference_images/i14.bmp
distorted_images/i14_08_5.bmp,I14,08,5,1.59459,reference_images/i14.bmp
distorted_images/i14_09_1.bmp,I14,09,1,6.05405,reference_images/i14.bmp
distorted_images/i14_09_2.bmp,I14,09,2,5.89189,reference_images/i14.bmp
distorted_images/i14_09_3.bmp,I14,09,3,4.5,reference_images/i14.bmp
distorted_images/i14_09_4.bmp,I14,09,4,2.89189,reference_images/i14.bmp
distorted_images/i14_09_5.bmp,I14,09,5,1.75,reference_images/i14.bmp
distorted_images/i14_10_1.bmp,I14,10,1,5.77778,reference_images/i14.bmp
distorted_images/i14_10_2.bmp,I14,10,2,5.16667,reference_images/i14.bmp
distorted_images/i14_10_3.bmp,I14,10,3,4.25,reference_images/i14.bmp
distorted_images/i14_10_4.bmp,I14,10,4,3.05556,reference_images/i14.bmp
distorted_images/i14_10_5.bmp,I14,10,5,1.8611099999999998,reference_images/i14.bmp
distorted_images/i14_11_1.bmp,I14,11,1,5.97297,reference_images/i14.bmp
distorted_images/i14_11_2.bmp,I14,11,2,5.47222,reference_images/i14.bmp
distorted_images/i14_11_3.bmp,I14,11,3,4.24324,reference_images/i14.bmp
distorted_images/i14_11_4.bmp,I14,11,4,3.08333,reference_images/i14.bmp
distorted_images/i14_11_5.bmp,I14,11,5,1.2857100000000001,reference_images/i14.bmp
distorted_images/i14_12_1.bmp,I14,12,1,5.81081,reference_images/i14.bmp
distorted_images/i14_12_2.bmp,I14,12,2,5.64706,reference_images/i14.bmp
distorted_images/i14_12_3.bmp,I14,12,3,4.05714,reference_images/i14.bmp
distorted_images/i14_12_4.bmp,I14,12,4,4.13514,reference_images/i14.bmp
distorted_images/i14_12_5.bmp,I14,12,5,3.18919,reference_images/i14.bmp
distorted_images/i14_13_1.bmp,I14,13,1,5.02703,reference_images/i14.bmp
distorted_images/i14_13_2.bmp,I14,13,2,4.52778,reference_images/i14.bmp
distorted_images/i14_13_3.bmp,I14,13,3,3.6216199999999996,reference_images/i14.bmp
distorted_images/i14_13_4.bmp,I14,13,4,3.08333,reference_images/i14.bmp
distorted_images/i14_13_5.bmp,I14,13,5,1.91667,reference_images/i14.bmp
distorted_images/i14_14_1.bmp,I14,14,1,6.05405,reference_images/i14.bmp
distorted_images/i14_14_2.bmp,I14,14,2,5.7027,reference_images/i14.bmp
distorted_images/i14_14_3.bmp,I14,14,3,4.69444,reference_images/i14.bmp
distorted_images/i14_14_4.bmp,I14,14,4,4.16667,reference_images/i14.bmp
distorted_images/i14_14_5.bmp,I14,14,5,3.37143,reference_images/i14.bmp
distorted_images/i14_15_1.bmp,I14,15,1,2.94595,reference_images/i14.bmp
distorted_images/i14_15_2.bmp,I14,15,2,3.35135,reference_images/i14.bmp
distorted_images/i14_15_3.bmp,I14,15,3,3.52941,reference_images/i14.bmp
distorted_images/i14_15_4.bmp,I14,15,4,3.6216199999999996,reference_images/i14.bmp
distorted_images/i14_15_5.bmp,I14,15,5,3.9729699999999997,reference_images/i14.bmp
distorted_images/i14_16_1.bmp,I14,16,1,5.7714300000000005,reference_images/i14.bmp
distorted_images/i14_16_2.bmp,I14,16,2,5.97297,reference_images/i14.bmp
distorted_images/i14_16_3.bmp,I14,16,3,5.30556,reference_images/i14.bmp
distorted_images/i14_16_4.bmp,I14,16,4,5.17143,reference_images/i14.bmp
distorted_images/i14_16_5.bmp,I14,16,5,4.028569999999999,reference_images/i14.bmp
distorted_images/i14_17_1.bmp,I14,17,1,5.40541,reference_images/i14.bmp
distorted_images/i14_17_2.bmp,I14,17,2,6.43243,reference_images/i14.bmp
distorted_images/i14_17_3.bmp,I14,17,3,4.13889,reference_images/i14.bmp
distorted_images/i14_17_4.bmp,I14,17,4,5.91892,reference_images/i14.bmp
distorted_images/i14_17_5.bmp,I14,17,5,3.24324,reference_images/i14.bmp
distorted_images/i14_18_1.bmp,I14,18,1,5.37143,reference_images/i14.bmp
distorted_images/i14_18_2.bmp,I14,18,2,5.13889,reference_images/i14.bmp
distorted_images/i14_18_3.bmp,I14,18,3,4.66667,reference_images/i14.bmp
distorted_images/i14_18_4.bmp,I14,18,4,4.14706,reference_images/i14.bmp
distorted_images/i14_18_5.bmp,I14,18,5,3.75,reference_images/i14.bmp
distorted_images/i14_19_1.bmp,I14,19,1,5.37143,reference_images/i14.bmp
distorted_images/i14_19_2.bmp,I14,19,2,5.11111,reference_images/i14.bmp
distorted_images/i14_19_3.bmp,I14,19,3,4.97222,reference_images/i14.bmp
distorted_images/i14_19_4.bmp,I14,19,4,3.9142900000000003,reference_images/i14.bmp
distorted_images/i14_19_5.bmp,I14,19,5,3.22857,reference_images/i14.bmp
distorted_images/i14_20_1.bmp,I14,20,1,5.72222,reference_images/i14.bmp
distorted_images/i14_20_2.bmp,I14,20,2,5.59459,reference_images/i14.bmp
distorted_images/i14_20_3.bmp,I14,20,3,5.41667,reference_images/i14.bmp
distorted_images/i14_20_4.bmp,I14,20,4,4.19444,reference_images/i14.bmp
distorted_images/i14_20_5.bmp,I14,20,5,3.27027,reference_images/i14.bmp
distorted_images/i14_21_1.bmp,I14,21,1,5.2973,reference_images/i14.bmp
distorted_images/i14_21_2.bmp,I14,21,2,5.16667,reference_images/i14.bmp
distorted_images/i14_21_3.bmp,I14,21,3,4.54054,reference_images/i14.bmp
distorted_images/i14_21_4.bmp,I14,21,4,3.75,reference_images/i14.bmp
distorted_images/i14_21_5.bmp,I14,21,5,2.64865,reference_images/i14.bmp
distorted_images/i14_22_1.bmp,I14,22,1,5.40541,reference_images/i14.bmp
distorted_images/i14_22_2.bmp,I14,22,2,5.37143,reference_images/i14.bmp
distorted_images/i14_22_3.bmp,I14,22,3,5.05556,reference_images/i14.bmp
distorted_images/i14_22_4.bmp,I14,22,4,3.9714300000000002,reference_images/i14.bmp
distorted_images/i14_22_5.bmp,I14,22,5,3.2777800000000004,reference_images/i14.bmp
distorted_images/i14_23_1.bmp,I14,23,1,6.02778,reference_images/i14.bmp
distorted_images/i14_23_2.bmp,I14,23,2,6.02703,reference_images/i14.bmp
distorted_images/i14_23_3.bmp,I14,23,3,5.61111,reference_images/i14.bmp
distorted_images/i14_23_4.bmp,I14,23,4,5.0,reference_images/i14.bmp
distorted_images/i14_23_5.bmp,I14,23,5,2.77778,reference_images/i14.bmp
distorted_images/i14_24_1.bmp,I14,24,1,6.13514,reference_images/i14.bmp
distorted_images/i14_24_2.bmp,I14,24,2,5.58333,reference_images/i14.bmp
distorted_images/i14_24_3.bmp,I14,24,3,4.44444,reference_images/i14.bmp
distorted_images/i14_24_4.bmp,I14,24,4,3.18919,reference_images/i14.bmp
distorted_images/i14_24_5.bmp,I14,24,5,0.9189200000000001,reference_images/i14.bmp
distorted_images/i15_01_1.bmp,I15,01,1,5.82222,reference_images/i15.bmp
distorted_images/i15_01_2.bmp,I15,01,2,5.06818,reference_images/i15.bmp
distorted_images/i15_01_3.bmp,I15,01,3,4.95556,reference_images/i15.bmp
distorted_images/i15_01_4.bmp,I15,01,4,4.27907,reference_images/i15.bmp
distorted_images/i15_01_5.bmp,I15,01,5,3.91111,reference_images/i15.bmp
distorted_images/i15_02_1.bmp,I15,02,1,6.09091,reference_images/i15.bmp
distorted_images/i15_02_2.bmp,I15,02,2,5.81818,reference_images/i15.bmp
distorted_images/i15_02_3.bmp,I15,02,3,5.63636,reference_images/i15.bmp
distorted_images/i15_02_4.bmp,I15,02,4,4.88636,reference_images/i15.bmp
distorted_images/i15_02_5.bmp,I15,02,5,4.63636,reference_images/i15.bmp
distorted_images/i15_03_1.bmp,I15,03,1,4.32558,reference_images/i15.bmp
distorted_images/i15_03_2.bmp,I15,03,2,3.81395,reference_images/i15.bmp
distorted_images/i15_03_3.bmp,I15,03,3,3.61364,reference_images/i15.bmp
distorted_images/i15_03_4.bmp,I15,03,4,3.17778,reference_images/i15.bmp
distorted_images/i15_03_5.bmp,I15,03,5,2.62791,reference_images/i15.bmp
distorted_images/i15_04_1.bmp,I15,04,1,6.02273,reference_images/i15.bmp
distorted_images/i15_04_2.bmp,I15,04,2,6.04444,reference_images/i15.bmp
distorted_images/i15_04_3.bmp,I15,04,3,5.83721,reference_images/i15.bmp
distorted_images/i15_04_4.bmp,I15,04,4,5.77778,reference_images/i15.bmp
distorted_images/i15_04_5.bmp,I15,04,5,4.97727,reference_images/i15.bmp
distorted_images/i15_05_1.bmp,I15,05,1,5.78571,reference_images/i15.bmp
distorted_images/i15_05_2.bmp,I15,05,2,5.65116,reference_images/i15.bmp
distorted_images/i15_05_3.bmp,I15,05,3,5.11364,reference_images/i15.bmp
distorted_images/i15_05_4.bmp,I15,05,4,4.06818,reference_images/i15.bmp
distorted_images/i15_05_5.bmp,I15,05,5,3.3181800000000004,reference_images/i15.bmp
distorted_images/i15_06_1.bmp,I15,06,1,4.43182,reference_images/i15.bmp
distorted_images/i15_06_2.bmp,I15,06,2,4.17778,reference_images/i15.bmp
distorted_images/i15_06_3.bmp,I15,06,3,3.97674,reference_images/i15.bmp
distorted_images/i15_06_4.bmp,I15,06,4,3.36364,reference_images/i15.bmp
distorted_images/i15_06_5.bmp,I15,06,5,3.17778,reference_images/i15.bmp
distorted_images/i15_07_1.bmp,I15,07,1,4.81395,reference_images/i15.bmp
distorted_images/i15_07_2.bmp,I15,07,2,3.9302300000000003,reference_images/i15.bmp
distorted_images/i15_07_3.bmp,I15,07,3,3.61364,reference_images/i15.bmp
distorted_images/i15_07_4.bmp,I15,07,4,2.91111,reference_images/i15.bmp
distorted_images/i15_07_5.bmp,I15,07,5,2.44444,reference_images/i15.bmp
distorted_images/i15_08_1.bmp,I15,08,1,5.95556,reference_images/i15.bmp
distorted_images/i15_08_2.bmp,I15,08,2,6.066669999999999,reference_images/i15.bmp
distorted_images/i15_08_3.bmp,I15,08,3,5.13636,reference_images/i15.bmp
distorted_images/i15_08_4.bmp,I15,08,4,3.9318199999999996,reference_images/i15.bmp
distorted_images/i15_08_5.bmp,I15,08,5,3.36364,reference_images/i15.bmp
distorted_images/i15_09_1.bmp,I15,09,1,5.93023,reference_images/i15.bmp
distorted_images/i15_09_2.bmp,I15,09,2,5.54545,reference_images/i15.bmp
distorted_images/i15_09_3.bmp,I15,09,3,4.69767,reference_images/i15.bmp
distorted_images/i15_09_4.bmp,I15,09,4,3.74419,reference_images/i15.bmp
distorted_images/i15_09_5.bmp,I15,09,5,2.5,reference_images/i15.bmp
distorted_images/i15_10_1.bmp,I15,10,1,5.77778,reference_images/i15.bmp
distorted_images/i15_10_2.bmp,I15,10,2,5.70455,reference_images/i15.bmp
distorted_images/i15_10_3.bmp,I15,10,3,4.6,reference_images/i15.bmp
distorted_images/i15_10_4.bmp,I15,10,4,3.17778,reference_images/i15.bmp
distorted_images/i15_10_5.bmp,I15,10,5,1.86667,reference_images/i15.bmp
distorted_images/i15_11_1.bmp,I15,11,1,5.8444400000000005,reference_images/i15.bmp
distorted_images/i15_11_2.bmp,I15,11,2,4.4,reference_images/i15.bmp
distorted_images/i15_11_3.bmp,I15,11,3,3.04878,reference_images/i15.bmp
distorted_images/i15_11_4.bmp,I15,11,4,2.0,reference_images/i15.bmp
distorted_images/i15_11_5.bmp,I15,11,5,0.6511600000000001,reference_images/i15.bmp
distorted_images/i15_12_1.bmp,I15,12,1,5.66667,reference_images/i15.bmp
distorted_images/i15_12_2.bmp,I15,12,2,5.40909,reference_images/i15.bmp
distorted_images/i15_12_3.bmp,I15,12,3,4.22222,reference_images/i15.bmp
distorted_images/i15_12_4.bmp,I15,12,4,3.2,reference_images/i15.bmp
distorted_images/i15_12_5.bmp,I15,12,5,2.56818,reference_images/i15.bmp
distorted_images/i15_13_1.bmp,I15,13,1,4.84091,reference_images/i15.bmp
distorted_images/i15_13_2.bmp,I15,13,2,3.76744,reference_images/i15.bmp
distorted_images/i15_13_3.bmp,I15,13,3,3.34884,reference_images/i15.bmp
distorted_images/i15_13_4.bmp,I15,13,4,2.86364,reference_images/i15.bmp
distorted_images/i15_13_5.bmp,I15,13,5,2.11364,reference_images/i15.bmp
distorted_images/i15_14_1.bmp,I15,14,1,5.59091,reference_images/i15.bmp
distorted_images/i15_14_2.bmp,I15,14,2,6.1555599999999995,reference_images/i15.bmp
distorted_images/i15_14_3.bmp,I15,14,3,5.95556,reference_images/i15.bmp
distorted_images/i15_14_4.bmp,I15,14,4,5.02381,reference_images/i15.bmp
distorted_images/i15_14_5.bmp,I15,14,5,3.79545,reference_images/i15.bmp
distorted_images/i15_15_1.bmp,I15,15,1,3.88636,reference_images/i15.bmp
distorted_images/i15_15_2.bmp,I15,15,2,4.02273,reference_images/i15.bmp
distorted_images/i15_15_3.bmp,I15,15,3,3.95455,reference_images/i15.bmp
distorted_images/i15_15_4.bmp,I15,15,4,4.13636,reference_images/i15.bmp
distorted_images/i15_15_5.bmp,I15,15,5,4.95455,reference_images/i15.bmp
distorted_images/i15_16_1.bmp,I15,16,1,6.22727,reference_images/i15.bmp
distorted_images/i15_16_2.bmp,I15,16,2,5.90698,reference_images/i15.bmp
distorted_images/i15_16_3.bmp,I15,16,3,5.422219999999999,reference_images/i15.bmp
distorted_images/i15_16_4.bmp,I15,16,4,5.38636,reference_images/i15.bmp
distorted_images/i15_16_5.bmp,I15,16,5,4.02326,reference_images/i15.bmp
distorted_images/i15_17_1.bmp,I15,17,1,5.93182,reference_images/i15.bmp
distorted_images/i15_17_2.bmp,I15,17,2,6.66667,reference_images/i15.bmp
distorted_images/i15_17_3.bmp,I15,17,3,5.0,reference_images/i15.bmp
distorted_images/i15_17_4.bmp,I15,17,4,6.31111,reference_images/i15.bmp
distorted_images/i15_17_5.bmp,I15,17,5,3.8222199999999997,reference_images/i15.bmp
distorted_images/i15_18_1.bmp,I15,18,1,5.1555599999999995,reference_images/i15.bmp
distorted_images/i15_18_2.bmp,I15,18,2,4.81395,reference_images/i15.bmp
distorted_images/i15_18_3.bmp,I15,18,3,4.37209,reference_images/i15.bmp
distorted_images/i15_18_4.bmp,I15,18,4,4.09091,reference_images/i15.bmp
distorted_images/i15_18_5.bmp,I15,18,5,3.76744,reference_images/i15.bmp
distorted_images/i15_19_1.bmp,I15,19,1,5.90909,reference_images/i15.bmp
distorted_images/i15_19_2.bmp,I15,19,2,5.33333,reference_images/i15.bmp
distorted_images/i15_19_3.bmp,I15,19,3,4.72093,reference_images/i15.bmp
distorted_images/i15_19_4.bmp,I15,19,4,4.37209,reference_images/i15.bmp
distorted_images/i15_19_5.bmp,I15,19,5,3.91111,reference_images/i15.bmp
distorted_images/i15_20_1.bmp,I15,20,1,6.32558,reference_images/i15.bmp
distorted_images/i15_20_2.bmp,I15,20,2,5.64444,reference_images/i15.bmp
distorted_images/i15_20_3.bmp,I15,20,3,4.744190000000001,reference_images/i15.bmp
distorted_images/i15_20_4.bmp,I15,20,4,3.13333,reference_images/i15.bmp
distorted_images/i15_20_5.bmp,I15,20,5,2.44444,reference_images/i15.bmp
distorted_images/i15_21_1.bmp,I15,21,1,5.22727,reference_images/i15.bmp
distorted_images/i15_21_2.bmp,I15,21,2,4.55556,reference_images/i15.bmp
distorted_images/i15_21_3.bmp,I15,21,3,3.91111,reference_images/i15.bmp
distorted_images/i15_21_4.bmp,I15,21,4,3.11364,reference_images/i15.bmp
distorted_images/i15_21_5.bmp,I15,21,5,2.30233,reference_images/i15.bmp
distorted_images/i15_22_1.bmp,I15,22,1,6.33333,reference_images/i15.bmp
distorted_images/i15_22_2.bmp,I15,22,2,5.8,reference_images/i15.bmp
distorted_images/i15_22_3.bmp,I15,22,3,5.38636,reference_images/i15.bmp
distorted_images/i15_22_4.bmp,I15,22,4,4.4888900000000005,reference_images/i15.bmp
distorted_images/i15_22_5.bmp,I15,22,5,3.7111099999999997,reference_images/i15.bmp
distorted_images/i15_23_1.bmp,I15,23,1,5.90909,reference_images/i15.bmp
distorted_images/i15_23_2.bmp,I15,23,2,5.90909,reference_images/i15.bmp
distorted_images/i15_23_3.bmp,I15,23,3,5.36364,reference_images/i15.bmp
distorted_images/i15_23_4.bmp,I15,23,4,4.47727,reference_images/i15.bmp
distorted_images/i15_23_5.bmp,I15,23,5,3.37209,reference_images/i15.bmp
distorted_images/i15_24_1.bmp,I15,24,1,5.77273,reference_images/i15.bmp
distorted_images/i15_24_2.bmp,I15,24,2,4.81395,reference_images/i15.bmp
distorted_images/i15_24_3.bmp,I15,24,3,3.22727,reference_images/i15.bmp
distorted_images/i15_24_4.bmp,I15,24,4,1.8863599999999998,reference_images/i15.bmp
distorted_images/i15_24_5.bmp,I15,24,5,0.72727,reference_images/i15.bmp
distorted_images/i16_01_1.bmp,I16,01,1,5.61538,reference_images/i16.bmp
distorted_images/i16_01_2.bmp,I16,01,2,5.65,reference_images/i16.bmp
distorted_images/i16_01_3.bmp,I16,01,3,5.02632,reference_images/i16.bmp
distorted_images/i16_01_4.bmp,I16,01,4,4.15385,reference_images/i16.bmp
distorted_images/i16_01_5.bmp,I16,01,5,3.94872,reference_images/i16.bmp
distorted_images/i16_02_1.bmp,I16,02,1,5.9,reference_images/i16.bmp
distorted_images/i16_02_2.bmp,I16,02,2,6.15,reference_images/i16.bmp
distorted_images/i16_02_3.bmp,I16,02,3,5.575,reference_images/i16.bmp
distorted_images/i16_02_4.bmp,I16,02,4,5.2,reference_images/i16.bmp
distorted_images/i16_02_5.bmp,I16,02,5,4.61538,reference_images/i16.bmp
distorted_images/i16_03_1.bmp,I16,03,1,4.74359,reference_images/i16.bmp
distorted_images/i16_03_2.bmp,I16,03,2,4.07895,reference_images/i16.bmp
distorted_images/i16_03_3.bmp,I16,03,3,3.69231,reference_images/i16.bmp
distorted_images/i16_03_4.bmp,I16,03,4,3.23684,reference_images/i16.bmp
distorted_images/i16_03_5.bmp,I16,03,5,2.79487,reference_images/i16.bmp
distorted_images/i16_04_1.bmp,I16,04,1,5.825,reference_images/i16.bmp
distorted_images/i16_04_2.bmp,I16,04,2,5.82051,reference_images/i16.bmp
distorted_images/i16_04_3.bmp,I16,04,3,5.75,reference_images/i16.bmp
distorted_images/i16_04_4.bmp,I16,04,4,5.12821,reference_images/i16.bmp
distorted_images/i16_04_5.bmp,I16,04,5,4.61538,reference_images/i16.bmp
distorted_images/i16_05_1.bmp,I16,05,1,5.8,reference_images/i16.bmp
distorted_images/i16_05_2.bmp,I16,05,2,5.61538,reference_images/i16.bmp
distorted_images/i16_05_3.bmp,I16,05,3,5.23077,reference_images/i16.bmp
distorted_images/i16_05_4.bmp,I16,05,4,4.35,reference_images/i16.bmp
distorted_images/i16_05_5.bmp,I16,05,5,3.39474,reference_images/i16.bmp
distorted_images/i16_06_1.bmp,I16,06,1,5.28205,reference_images/i16.bmp
distorted_images/i16_06_2.bmp,I16,06,2,4.82051,reference_images/i16.bmp
distorted_images/i16_06_3.bmp,I16,06,3,4.53846,reference_images/i16.bmp
distorted_images/i16_06_4.bmp,I16,06,4,3.9736800000000003,reference_images/i16.bmp
distorted_images/i16_06_5.bmp,I16,06,5,3.58974,reference_images/i16.bmp
distorted_images/i16_07_1.bmp,I16,07,1,5.475,reference_images/i16.bmp
distorted_images/i16_07_2.bmp,I16,07,2,4.75,reference_images/i16.bmp
distorted_images/i16_07_3.bmp,I16,07,3,4.35,reference_images/i16.bmp
distorted_images/i16_07_4.bmp,I16,07,4,3.66667,reference_images/i16.bmp
distorted_images/i16_07_5.bmp,I16,07,5,3.10256,reference_images/i16.bmp
distorted_images/i16_08_1.bmp,I16,08,1,5.82051,reference_images/i16.bmp
distorted_images/i16_08_2.bmp,I16,08,2,5.225,reference_images/i16.bmp
distorted_images/i16_08_3.bmp,I16,08,3,4.275,reference_images/i16.bmp
distorted_images/i16_08_4.bmp,I16,08,4,3.6153800000000005,reference_images/i16.bmp
distorted_images/i16_08_5.bmp,I16,08,5,2.925,reference_images/i16.bmp
distorted_images/i16_09_1.bmp,I16,09,1,6.02564,reference_images/i16.bmp
distorted_images/i16_09_2.bmp,I16,09,2,5.76923,reference_images/i16.bmp
distorted_images/i16_09_3.bmp,I16,09,3,4.58974,reference_images/i16.bmp
distorted_images/i16_09_4.bmp,I16,09,4,3.1282099999999997,reference_images/i16.bmp
distorted_images/i16_09_5.bmp,I16,09,5,2.34211,reference_images/i16.bmp
distorted_images/i16_10_1.bmp,I16,10,1,5.9,reference_images/i16.bmp
distorted_images/i16_10_2.bmp,I16,10,2,5.76923,reference_images/i16.bmp
distorted_images/i16_10_3.bmp,I16,10,3,5.25641,reference_images/i16.bmp
distorted_images/i16_10_4.bmp,I16,10,4,3.6153800000000005,reference_images/i16.bmp
distorted_images/i16_10_5.bmp,I16,10,5,2.4615400000000003,reference_images/i16.bmp
distorted_images/i16_11_1.bmp,I16,11,1,5.875,reference_images/i16.bmp
distorted_images/i16_11_2.bmp,I16,11,2,5.075,reference_images/i16.bmp
distorted_images/i16_11_3.bmp,I16,11,3,2.89744,reference_images/i16.bmp
distorted_images/i16_11_4.bmp,I16,11,4,2.075,reference_images/i16.bmp
distorted_images/i16_11_5.bmp,I16,11,5,0.95,reference_images/i16.bmp
distorted_images/i16_12_1.bmp,I16,12,1,5.875,reference_images/i16.bmp
distorted_images/i16_12_2.bmp,I16,12,2,5.575,reference_images/i16.bmp
distorted_images/i16_12_3.bmp,I16,12,3,4.925,reference_images/i16.bmp
distorted_images/i16_12_4.bmp,I16,12,4,3.28205,reference_images/i16.bmp
distorted_images/i16_12_5.bmp,I16,12,5,2.6,reference_images/i16.bmp
distorted_images/i16_13_1.bmp,I16,13,1,4.6,reference_images/i16.bmp
distorted_images/i16_13_2.bmp,I16,13,2,3.8157900000000002,reference_images/i16.bmp
distorted_images/i16_13_3.bmp,I16,13,3,4.46154,reference_images/i16.bmp
distorted_images/i16_13_4.bmp,I16,13,4,3.0512799999999998,reference_images/i16.bmp
distorted_images/i16_13_5.bmp,I16,13,5,3.625,reference_images/i16.bmp
distorted_images/i16_14_1.bmp,I16,14,1,5.76923,reference_images/i16.bmp
distorted_images/i16_14_2.bmp,I16,14,2,6.1315800000000005,reference_images/i16.bmp
distorted_images/i16_14_3.bmp,I16,14,3,5.61538,reference_images/i16.bmp
distorted_images/i16_14_4.bmp,I16,14,4,5.52632,reference_images/i16.bmp
distorted_images/i16_14_5.bmp,I16,14,5,4.575,reference_images/i16.bmp
distorted_images/i16_15_1.bmp,I16,15,1,3.41026,reference_images/i16.bmp
distorted_images/i16_15_2.bmp,I16,15,2,3.5384599999999997,reference_images/i16.bmp
distorted_images/i16_15_3.bmp,I16,15,3,3.475,reference_images/i16.bmp
distorted_images/i16_15_4.bmp,I16,15,4,3.65,reference_images/i16.bmp
distorted_images/i16_15_5.bmp,I16,15,5,4.02632,reference_images/i16.bmp
distorted_images/i16_16_1.bmp,I16,16,1,5.923080000000001,reference_images/i16.bmp
distorted_images/i16_16_2.bmp,I16,16,2,6.275,reference_images/i16.bmp
distorted_images/i16_16_3.bmp,I16,16,3,5.68421,reference_images/i16.bmp
distorted_images/i16_16_4.bmp,I16,16,4,5.75,reference_images/i16.bmp
distorted_images/i16_16_5.bmp,I16,16,5,4.61538,reference_images/i16.bmp
distorted_images/i16_17_1.bmp,I16,17,1,5.825,reference_images/i16.bmp
distorted_images/i16_17_2.bmp,I16,17,2,7.1,reference_images/i16.bmp
distorted_images/i16_17_3.bmp,I16,17,3,4.75,reference_images/i16.bmp
distorted_images/i16_17_4.bmp,I16,17,4,6.65,reference_images/i16.bmp
distorted_images/i16_17_5.bmp,I16,17,5,3.35897,reference_images/i16.bmp
distorted_images/i16_18_1.bmp,I16,18,1,4.6,reference_images/i16.bmp
distorted_images/i16_18_2.bmp,I16,18,2,4.3947400000000005,reference_images/i16.bmp
distorted_images/i16_18_3.bmp,I16,18,3,4.05,reference_images/i16.bmp
distorted_images/i16_18_4.bmp,I16,18,4,3.92308,reference_images/i16.bmp
distorted_images/i16_18_5.bmp,I16,18,5,3.94737,reference_images/i16.bmp
distorted_images/i16_19_1.bmp,I16,19,1,5.575,reference_images/i16.bmp
distorted_images/i16_19_2.bmp,I16,19,2,5.375,reference_images/i16.bmp
distorted_images/i16_19_3.bmp,I16,19,3,4.61538,reference_images/i16.bmp
distorted_images/i16_19_4.bmp,I16,19,4,4.15385,reference_images/i16.bmp
distorted_images/i16_19_5.bmp,I16,19,5,3.66667,reference_images/i16.bmp
distorted_images/i16_20_1.bmp,I16,20,1,6.076919999999999,reference_images/i16.bmp
distorted_images/i16_20_2.bmp,I16,20,2,5.74359,reference_images/i16.bmp
distorted_images/i16_20_3.bmp,I16,20,3,5.18421,reference_images/i16.bmp
distorted_images/i16_20_4.bmp,I16,20,4,4.125,reference_images/i16.bmp
distorted_images/i16_20_5.bmp,I16,20,5,3.58974,reference_images/i16.bmp
distorted_images/i16_21_1.bmp,I16,21,1,5.825,reference_images/i16.bmp
distorted_images/i16_21_2.bmp,I16,21,2,5.46154,reference_images/i16.bmp
