fpath,mos,description,ref_img
fastfading/img101.bmp,60.849733945404864,carnivaldolls,refimgs/carnivaldolls.bmp
fastfading/img102.bmp,37.96393061413332,carnivaldolls,refimgs/carnivaldolls.bmp
fastfading/img103.bmp,67.64800840348245,carnivaldolls,refimgs/carnivaldolls.bmp
fastfading/img104.bmp,9.516793517983984,carnivaldolls,refimgs/carnivaldolls.bmp
fastfading/img105.bmp,12.867990241491285,carnivaldolls,refimgs/carnivaldolls.bmp
fastfading/img106.bmp,64.70246714917701,lighthouse2,refimgs/lighthouse2.bmp
fastfading/img107.bmp,57.32734095341542,lighthouse2,refimgs/lighthouse2.bmp
fastfading/img108.bmp,55.59412076716161,lighthouse2,refimgs/lighthouse2.bmp
fastfading/img109.bmp,30.886193546551326,lighthouse2,refimgs/lighthouse2.bmp
fastfading/img110.bmp,9.347556490035203,lighthouse2,refimgs/lighthouse2.bmp
fastfading/img111.bmp,54.35298311169535,sailing2,refimgs/sailing2.bmp
fastfading/img112.bmp,70.07786306570196,sailing2,refimgs/sailing2.bmp
fastfading/img113.bmp,54.5241692380685,sailing2,refimgs/sailing2.bmp
fastfading/img114.bmp,33.72183274128713,sailing2,refimgs/sailing2.bmp
fastfading/img115.bmp,29.190695911377848,sailing2,refimgs/sailing2.bmp
fastfading/img116.bmp,101.10825291523571,cemetry,refimgs/cemetry.bmp
fastfading/img117.bmp,78.21645963703683,cemetry,refimgs/cemetry.bmp
fastfading/img118.bmp,60.8486362170736,cemetry,refimgs/cemetry.bmp
fastfading/img119.bmp,8.316406055870281,cemetry,refimgs/cemetry.bmp
fastfading/img120.bmp,86.77278366007693,cemetry,refimgs/cemetry.bmp
fastfading/img121.bmp,60.250015561555244,manfishing,refimgs/manfishing.bmp
fastfading/img122.bmp,68.1452285836704,manfishing,refimgs/manfishing.bmp
fastfading/img123.bmp,41.420846502466745,manfishing,refimgs/manfishing.bmp
fastfading/img124.bmp,15.137590014892428,manfishing,refimgs/manfishing.bmp
fastfading/img125.bmp,7.880271887900541,manfishing,refimgs/manfishing.bmp
fastfading/img126.bmp,72.89473698628494,sailing3,refimgs/sailing3.bmp
fastfading/img127.bmp,21.24627124932043,sailing3,refimgs/sailing3.bmp
fastfading/img128.bmp,21.11139930138125,sailing3,refimgs/sailing3.bmp
fastfading/img129.bmp,8.934551287688677,sailing3,refimgs/sailing3.bmp
fastfading/img130.bmp,9.347234220443333,sailing3,refimgs/sailing3.bmp
fastfading/img131.bmp,104.70492246757584,churchandcapitol,refimgs/churchandcapitol.bmp
fastfading/img132.bmp,101.3192233316755,churchandcapitol,refimgs/churchandcapitol.bmp
fastfading/img133.bmp,15.0356065260457,churchandcapitol,refimgs/churchandcapitol.bmp
fastfading/img134.bmp,17.1034743529604,churchandcapitol,refimgs/churchandcapitol.bmp
fastfading/img135.bmp,38.976724838748005,churchandcapitol,refimgs/churchandcapitol.bmp
fastfading/img136.bmp,65.49515916274478,monarch,refimgs/monarch.bmp
fastfading/img137.bmp,48.792583586716695,monarch,refimgs/monarch.bmp
fastfading/img138.bmp,27.265533499406082,monarch,refimgs/monarch.bmp
fastfading/img139.bmp,7.027264242310558,monarch,refimgs/monarch.bmp
fastfading/img140.bmp,9.283473183604272,monarch,refimgs/monarch.bmp
fastfading/img141.bmp,71.64224760757007,sailing4,refimgs/sailing4.bmp
fastfading/img142.bmp,53.05297800439078,sailing4,refimgs/sailing4.bmp
fastfading/img143.bmp,35.23314372392792,sailing4,refimgs/sailing4.bmp
fastfading/img144.bmp,56.34115606262271,sailing4,refimgs/sailing4.bmp
fastfading/img145.bmp,34.05021940048932,sailing4,refimgs/sailing4.bmp
