img,dist,ver,fpath,elo,ref_img
A0123,03,14,Distortion_3/A0123_03_14.bmp,1496.5489,Train_Ref/A0123.bmp
A0123,03,15,Distortion_3/A0123_03_15.bmp,1540.1949,Train_Ref/A0123.bmp
A0123,03,16,Distortion_3/A0123_03_16.bmp,1424.1150,Train_Ref/A0123.bmp
A0123,03,17,Distortion_3/A0123_03_17.bmp,1453.6412,Train_Ref/A0123.bmp
A0123,03,18,Distortion_3/A0123_03_18.bmp,1574.1311,Train_Ref/A0123.bmp
A0123,03,19,Distortion_3/A0123_03_19.bmp,1510.0682,Train_Ref/A0123.bmp
A0123,03,20,Distortion_3/A0123_03_20.bmp,1345.8520,Train_Ref/A0123.bmp
A0123,03,21,Distortion_3/A0123_03_21.bmp,1171.8752,Train_Ref/A0123.bmp
A0123,03,22,Distortion_3/A0123_03_22.bmp,1339.7683,Train_Ref/A0123.bmp
A0123,03,23,Distortion_3/A0123_03_23.bmp,1055.5252,Train_Ref/A0123.bmp
A0123,04,00,Distortion_3/A0123_04_00.bmp,1532.9430,Train_Ref/A0123.bmp
A0123,04,01,Distortion_3/A0123_04_01.bmp,1577.2236,Train_Ref/A0123.bmp
A0123,04,02,Distortion_3/A0123_04_02.bmp,1524.4162,Train_Ref/A0123.bmp
A0123,04,03,Distortion_3/A0123_04_03.bmp,1523.2868,Train_Ref/A0123.bmp
A0123,04,04,Distortion_3/A0123_04_04.bmp,1481.4140,Train_Ref/A0123.bmp
A0123,04,05,Distortion_3/A0123_04_05.bmp,1505.3857,Train_Ref/A0123.bmp
A0123,04,06,Distortion_3/A0123_04_06.bmp,1470.3787,Train_Ref/A0123.bmp
A0123,04,07,Distortion_3/A0123_04_07.bmp,1308.1743,Train_Ref/A0123.bmp
A0123,04,08,Distortion_3/A0123_04_08.bmp,1503.2889,Train_Ref/A0123.bmp
A0123,04,09,Distortion_3/A0123_04_09.bmp,1408.0472,Train_Ref/A0123.bmp
A0123,04,10,Distortion_3/A0123_04_10.bmp,1311.6398,Train_Ref/A0123.bmp
A0123,04,11,Distortion_3/A0123_04_11.bmp,1412.2860,Train_Ref/A0123.bmp
A0123,04,12,Distortion_3/A0123_04_12.bmp,1574.7174,Train_Ref/A0123.bmp
A0123,05,00,Distortion_3/A0123_05_00.bmp,1425.2753,Train_Ref/A0123.bmp
A0123,05,01,Distortion_3/A0123_05_01.bmp,1294.0381,Train_Ref/A0123.bmp
A0123,05,02,Distortion_3/A0123_05_02.bmp,1335.8477,Train_Ref/A0123.bmp
A0123,05,03,Distortion_3/A0123_05_03.bmp,1190.2874,Train_Ref/A0123.bmp
A0123,05,04,Distortion_3/A0123_05_04.bmp,1532.3110,Train_Ref/A0123.bmp
A0123,05,05,Distortion_3/A0123_05_05.bmp,1439.4906,Train_Ref/A0123.bmp
A0123,05,06,Distortion_3/A0123_05_06.bmp,1494.0097,Train_Ref/A0123.bmp
A0123,05,07,Distortion_3/A0123_05_07.bmp,1323.6922,Train_Ref/A0123.bmp
A0123,05,08,Distortion_3/A0123_05_08.bmp,1403.4184,Train_Ref/A0123.bmp
A0123,05,09,Distortion_3/A0123_05_09.bmp,1520.1189,Train_Ref/A0123.bmp
A0123,05,10,Distortion_3/A0123_05_10.bmp,1434.2518,Train_Ref/A0123.bmp
A0123,05,11,Distortion_3/A0123_05_11.bmp,1457.0731,Train_Ref/A0123.bmp
A0123,05,12,Distortion_3/A0123_05_12.bmp,1399.7893,Train_Ref/A0123.bmp
A0123,05,13,Distortion_3/A0123_05_13.bmp,1378.1177,Train_Ref/A0123.bmp
A0123,06,00,Distortion_3/A0123_06_00.bmp,1472.5765,Train_Ref/A0123.bmp
A0123,06,01,Distortion_3/A0123_06_01.bmp,1455.6358,Train_Ref/A0123.bmp
A0123,06,02,Distortion_3/A0123_06_02.bmp,1454.6645,Train_Ref/A0123.bmp
A0123,06,03,Distortion_3/A0123_06_03.bmp,1462.5335,Train_Ref/A0123.bmp
A0123,06,04,Distortion_3/A0123_06_04.bmp,1498.2155,Train_Ref/A0123.bmp
A0123,06,05,Distortion_3/A0123_06_05.bmp,1477.6892,Train_Ref/A0123.bmp
A0123,06,06,Distortion_3/A0123_06_06.bmp,1099.6064,Train_Ref/A0123.bmp
A0123,06,07,Distortion_3/A0123_06_07.bmp,1126.3958,Train_Ref/A0123.bmp
A0123,06,08,Distortion_3/A0123_06_08.bmp,1403.0701,Train_Ref/A0123.bmp
A0123,06,09,Distortion_3/A0123_06_09.bmp,1361.9151,Train_Ref/A0123.bmp
A0123,06,10,Distortion_3/A0123_06_10.bmp,1249.6962,Train_Ref/A0123.bmp
A0123,06,11,Distortion_3/A0123_06_11.bmp,1376.7886,Train_Ref/A0123.bmp
A0123,06,12,Distortion_3/A0123_06_12.bmp,1344.8276,Train_Ref/A0123.bmp
A0123,06,13,Distortion_3/A0123_06_13.bmp,1292.5146,Train_Ref/A0123.bmp
A0123,06,14,Distortion_3/A0123_06_14.bmp,1413.2776,Train_Ref/A0123.bmp
A0123,06,15,Distortion_3/A0123_06_15.bmp,1278.3139,Train_Ref/A0123.bmp
A0123,06,16,Distortion_3/A0123_06_16.bmp,1451.4684,Train_Ref/A0123.bmp
A0123,06,17,Distortion_3/A0123_06_17.bmp,1458.4771,Train_Ref/A0123.bmp
A0123,06,18,Distortion_3/A0123_06_18.bmp,1483.0927,Train_Ref/A0123.bmp
A0123,06,19,Distortion_3/A0123_06_19.bmp,1317.9401,Train_Ref/A0123.bmp
A0123,06,20,Distortion_3/A0123_06_20.bmp,1357.1364,Train_Ref/A0123.bmp
A0123,06,21,Distortion_3/A0123_06_21.bmp,1285.0712,Train_Ref/A0123.bmp
A0123,06,22,Distortion_3/A0123_06_22.bmp,1382.1891,Train_Ref/A0123.bmp
A0123,06,23,Distortion_3/A0123_06_23.bmp,1453.4896,Train_Ref/A0123.bmp
A0123,06,24,Distortion_3/A0123_06_24.bmp,1458.3243,Train_Ref/A0123.bmp
A0123,06,25,Distortion_3/A0123_06_25.bmp,1470.8490,Train_Ref/A0123.bmp
A0123,06,26,Distortion_3/A0123_06_26.bmp,1421.5681,Train_Ref/A0123.bmp
A0124,00,00,Distortion_3/A0124_00_00.bmp,1429.7469,Train_Ref/A0124.bmp
A0124,00,01,Distortion_3/A0124_00_01.bmp,1283.6029,Train_Ref/A0124.bmp
A0124,00,02,Distortion_3/A0124_00_02.bmp,1603.9893,Train_Ref/A0124.bmp
A0124,00,03,Distortion_3/A0124_00_03.bmp,1453.6233,Train_Ref/A0124.bmp
A0124,00,04,Distortion_3/A0124_00_04.bmp,1293.0313,Train_Ref/A0124.bmp
A0124,00,05,Distortion_3/A0124_00_05.bmp,1534.3611,Train_Ref/A0124.bmp
A0124,00,06,Distortion_3/A0124_00_06.bmp,1419.8440,Train_Ref/A0124.bmp
A0124,00,07,Distortion_3/A0124_00_07.bmp,1360.4501,Train_Ref/A0124.bmp
A0124,00,08,Distortion_3/A0124_00_08.bmp,1481.0573,Train_Ref/A0124.bmp
A0124,00,09,Distortion_3/A0124_00_09.bmp,1525.1801,Train_Ref/A0124.bmp
A0124,00,10,Distortion_3/A0124_00_10.bmp,1314.5914,Train_Ref/A0124.bmp
A0124,00,11,Distortion_3/A0124_00_11.bmp,1401.2236,Train_Ref/A0124.bmp
A0124,01,00,Distortion_3/A0124_01_00.bmp,1558.2477,Train_Ref/A0124.bmp
A0124,01,01,Distortion_3/A0124_01_01.bmp,1468.7115,Train_Ref/A0124.bmp
A0124,01,02,Distortion_3/A0124_01_02.bmp,1286.2880,Train_Ref/A0124.bmp
A0124,01,03,Distortion_3/A0124_01_03.bmp,1526.6485,Train_Ref/A0124.bmp
A0124,01,04,Distortion_3/A0124_01_04.bmp,1419.4853,Train_Ref/A0124.bmp
A0124,01,05,Distortion_3/A0124_01_05.bmp,1321.4935,Train_Ref/A0124.bmp
A0124,01,06,Distortion_3/A0124_01_06.bmp,1459.3191,Train_Ref/A0124.bmp
A0124,01,07,Distortion_3/A0124_01_07.bmp,1418.7881,Train_Ref/A0124.bmp
A0124,01,08,Distortion_3/A0124_01_08.bmp,1332.4088,Train_Ref/A0124.bmp
A0124,01,09,Distortion_3/A0124_01_09.bmp,1597.7451,Train_Ref/A0124.bmp
A0124,01,10,Distortion_3/A0124_01_10.bmp,1470.5980,Train_Ref/A0124.bmp
A0124,01,11,Distortion_3/A0124_01_11.bmp,1496.3350,Train_Ref/A0124.bmp
A0124,01,12,Distortion_3/A0124_01_12.bmp,1567.7338,Train_Ref/A0124.bmp
A0124,01,13,Distortion_3/A0124_01_13.bmp,1486.2136,Train_Ref/A0124.bmp
A0124,01,14,Distortion_3/A0124_01_14.bmp,1478.5797,Train_Ref/A0124.bmp
A0124,01,15,Distortion_3/A0124_01_15.bmp,1243.1254,Train_Ref/A0124.bmp
A0124,02,00,Distortion_3/A0124_02_00.bmp,1521.4863,Train_Ref/A0124.bmp
A0124,02,01,Distortion_3/A0124_02_01.bmp,1527.2979,Train_Ref/A0124.bmp
A0124,02,02,Distortion_3/A0124_02_02.bmp,1639.8200,Train_Ref/A0124.bmp
A0124,02,03,Distortion_3/A0124_02_03.bmp,1659.8155,Train_Ref/A0124.bmp
A0124,02,04,Distortion_3/A0124_02_04.bmp,1680.6309,Train_Ref/A0124.bmp
A0124,02,05,Distortion_3/A0124_02_05.bmp,1301.7247,Train_Ref/A0124.bmp
A0124,02,06,Distortion_3/A0124_02_06.bmp,1340.1614,Train_Ref/A0124.bmp
A0124,02,07,Distortion_3/A0124_02_07.bmp,1414.8046,Train_Ref/A0124.bmp
A0124,02,08,Distortion_3/A0124_02_08.bmp,1469.0799,Train_Ref/A0124.bmp
A0124,02,09,Distortion_3/A0124_02_09.bmp,1458.4172,Train_Ref/A0124.bmp
A0124,03,00,Distortion_3/A0124_03_00.bmp,1451.5067,Train_Ref/A0124.bmp
A0124,03,01,Distortion_3/A0124_03_01.bmp,1598.3273,Train_Ref/A0124.bmp
A0124,03,02,Distortion_3/A0124_03_02.bmp,1491.6417,Train_Ref/A0124.bmp
A0124,03,03,Distortion_3/A0124_03_03.bmp,1397.2299,Train_Ref/A0124.bmp
A0124,03,04,Distortion_3/A0124_03_04.bmp,1413.3011,Train_Ref/A0124.bmp
A0124,03,05,Distortion_3/A0124_03_05.bmp,1340.1730,Train_Ref/A0124.bmp
A0124,03,06,Distortion_3/A0124_03_06.bmp,1556.6447,Train_Ref/A0124.bmp
A0124,03,07,Distortion_3/A0124_03_07.bmp,1385.1148,Train_Ref/A0124.bmp
A0124,03,08,Distortion_3/A0124_03_08.bmp,1487.8552,Train_Ref/A0124.bmp
A0124,03,09,Distortion_3/A0124_03_09.bmp,1558.1581,Train_Ref/A0124.bmp
A0124,03,10,Distortion_3/A0124_03_10.bmp,1422.6193,Train_Ref/A0124.bmp
A0124,03,11,Distortion_3/A0124_03_11.bmp,1520.5123,Train_Ref/A0124.bmp
A0124,03,12,Distortion_3/A0124_03_12.bmp,1563.5109,Train_Ref/A0124.bmp
A0124,03,13,Distortion_3/A0124_03_13.bmp,1536.2793,Train_Ref/A0124.bmp
A0124,03,14,Distortion_3/A0124_03_14.bmp,1406.4459,Train_Ref/A0124.bmp
A0124,03,15,Distortion_3/A0124_03_15.bmp,1574.8838,Train_Ref/A0124.bmp
A0124,03,16,Distortion_3/A0124_03_16.bmp,1442.8068,Train_Ref/A0124.bmp
A0124,03,17,Distortion_3/A0124_03_17.bmp,1567.1285,Train_Ref/A0124.bmp
A0124,03,18,Distortion_3/A0124_03_18.bmp,1588.2118,Train_Ref/A0124.bmp
A0124,03,19,Distortion_3/A0124_03_19.bmp,1526.1490,Train_Ref/A0124.bmp
A0124,03,20,Distortion_3/A0124_03_20.bmp,1408.1373,Train_Ref/A0124.bmp
A0124,03,21,Distortion_3/A0124_03_21.bmp,1234.4973,Train_Ref/A0124.bmp
A0124,03,22,Distortion_3/A0124_03_22.bmp,1401.5584,Train_Ref/A0124.bmp
A0124,03,23,Distortion_3/A0124_03_23.bmp,1451.3650,Train_Ref/A0124.bmp
A0124,04,00,Distortion_3/A0124_04_00.bmp,1518.4787,Train_Ref/A0124.bmp
A0124,04,01,Distortion_3/A0124_04_01.bmp,1443.4754,Train_Ref/A0124.bmp
A0124,04,02,Distortion_3/A0124_04_02.bmp,1611.5178,Train_Ref/A0124.bmp
A0124,04,03,Distortion_3/A0124_04_03.bmp,1496.1545,Train_Ref/A0124.bmp
A0124,04,04,Distortion_3/A0124_04_04.bmp,1418.8122,Train_Ref/A0124.bmp
A0124,04,05,Distortion_3/A0124_04_05.bmp,1550.0228,Train_Ref/A0124.bmp
A0124,04,06,Distortion_3/A0124_04_06.bmp,1355.7516,Train_Ref/A0124.bmp
A0124,04,07,Distortion_3/A0124_04_07.bmp,1258.3980,Train_Ref/A0124.bmp
A0124,04,08,Distortion_3/A0124_04_08.bmp,1524.6014,Train_Ref/A0124.bmp
A0124,04,09,Distortion_3/A0124_04_09.bmp,1436.5857,Train_Ref/A0124.bmp
A0124,04,10,Distortion_3/A0124_04_10.bmp,1314.7516,Train_Ref/A0124.bmp
A0124,04,11,Distortion_3/A0124_04_11.bmp,1466.1236,Train_Ref/A0124.bmp
A0124,04,12,Distortion_3/A0124_04_12.bmp,1556.2469,Train_Ref/A0124.bmp
A0124,05,00,Distortion_3/A0124_05_00.bmp,1432.3046,Train_Ref/A0124.bmp
A0124,05,01,Distortion_3/A0124_05_01.bmp,1160.5644,Train_Ref/A0124.bmp
A0124,05,02,Distortion_3/A0124_05_02.bmp,1288.0477,Train_Ref/A0124.bmp
A0124,05,03,Distortion_3/A0124_05_03.bmp,1082.8257,Train_Ref/A0124.bmp
A0124,05,04,Distortion_3/A0124_05_04.bmp,1595.4124,Train_Ref/A0124.bmp
A0124,05,05,Distortion_3/A0124_05_05.bmp,1386.6096,Train_Ref/A0124.bmp
A0124,05,06,Distortion_3/A0124_05_06.bmp,1421.0880,Train_Ref/A0124.bmp
A0124,05,07,Distortion_3/A0124_05_07.bmp,1286.0753,Train_Ref/A0124.bmp
A0124,05,08,Distortion_3/A0124_05_08.bmp,1215.1760,Train_Ref/A0124.bmp
A0124,05,09,Distortion_3/A0124_05_09.bmp,1334.4948,Train_Ref/A0124.bmp
A0124,05,10,Distortion_3/A0124_05_10.bmp,1463.5565,Train_Ref/A0124.bmp
A0124,05,11,Distortion_3/A0124_05_11.bmp,1517.4106,Train_Ref/A0124.bmp
A0124,05,12,Distortion_3/A0124_05_12.bmp,1489.3468,Train_Ref/A0124.bmp
A0124,05,13,Distortion_3/A0124_05_13.bmp,1298.6817,Train_Ref/A0124.bmp
A0124,06,00,Distortion_3/A0124_06_00.bmp,1268.6413,Train_Ref/A0124.bmp
A0124,06,01,Distortion_3/A0124_06_01.bmp,1277.5991,Train_Ref/A0124.bmp
A0124,06,02,Distortion_3/A0124_06_02.bmp,1389.5597,Train_Ref/A0124.bmp
A0124,06,03,Distortion_3/A0124_06_03.bmp,1379.1177,Train_Ref/A0124.bmp
A0124,06,04,Distortion_3/A0124_06_04.bmp,1508.4190,Train_Ref/A0124.bmp
A0124,06,05,Distortion_3/A0124_06_05.bmp,1485.0712,Train_Ref/A0124.bmp
A0124,06,06,Distortion_3/A0124_06_06.bmp,1554.0403,Train_Ref/A0124.bmp
A0124,06,07,Distortion_3/A0124_06_07.bmp,1615.5918,Train_Ref/A0124.bmp
A0124,06,08,Distortion_3/A0124_06_08.bmp,1620.0590,Train_Ref/A0124.bmp
A0124,06,09,Distortion_3/A0124_06_09.bmp,1626.4259,Train_Ref/A0124.bmp
A0124,06,10,Distortion_3/A0124_06_10.bmp,1613.1800,Train_Ref/A0124.bmp
A0124,06,11,Distortion_3/A0124_06_11.bmp,1348.5351,Train_Ref/A0124.bmp
A0124,06,12,Distortion_3/A0124_06_12.bmp,1298.5425,Train_Ref/A0124.bmp
A0124,06,13,Distortion_3/A0124_06_13.bmp,1218.6534,Train_Ref/A0124.bmp
A0124,06,14,Distortion_3/A0124_06_14.bmp,1288.3198,Train_Ref/A0124.bmp
A0124,06,15,Distortion_3/A0124_06_15.bmp,1120.6131,Train_Ref/A0124.bmp
A0124,06,16,Distortion_3/A0124_06_16.bmp,1492.7470,Train_Ref/A0124.bmp
A0124,06,17,Distortion_3/A0124_06_17.bmp,1447.7340,Train_Ref/A0124.bmp
A0124,06,18,Distortion_3/A0124_06_18.bmp,1544.9895,Train_Ref/A0124.bmp
A0124,06,19,Distortion_3/A0124_06_19.bmp,1557.6973,Train_Ref/A0124.bmp
A0124,06,20,Distortion_3/A0124_06_20.bmp,1562.7914,Train_Ref/A0124.bmp
A0124,06,21,Distortion_3/A0124_06_21.bmp,1534.3288,Train_Ref/A0124.bmp
A0124,06,22,Distortion_3/A0124_06_22.bmp,1671.6137,Train_Ref/A0124.bmp
A0124,06,23,Distortion_3/A0124_06_23.bmp,1547.7596,Train_Ref/A0124.bmp
A0124,06,24,Distortion_3/A0124_06_24.bmp,1498.4126,Train_Ref/A0124.bmp
A0124,06,25,Distortion_3/A0124_06_25.bmp,1631.7963,Train_Ref/A0124.bmp
A0124,06,26,Distortion_3/A0124_06_26.bmp,1460.9406,Train_Ref/A0124.bmp
A0130,00,00,Distortion_3/A0130_00_00.bmp,1532.5044,Train_Ref/A0130.bmp
A0130,00,01,Distortion_3/A0130_00_01.bmp,1388.0954,Train_Ref/A0130.bmp
A0130,00,02,Distortion_3/A0130_00_02.bmp,1607.6728,Train_Ref/A0130.bmp
A0130,00,03,Distortion_3/A0130_00_03.bmp,1574.3985,Train_Ref/A0130.bmp
A0130,00,04,Distortion_3/A0130_00_04.bmp,1409.6818,Train_Ref/A0130.bmp
A0130,00,05,Distortion_3/A0130_00_05.bmp,1560.4576,Train_Ref/A0130.bmp
A0130,00,06,Distortion_3/A0130_00_06.bmp,1451.2624,Train_Ref/A0130.bmp
A0130,00,07,Distortion_3/A0130_00_07.bmp,1282.4205,Train_Ref/A0130.bmp
A0130,00,08,Distortion_3/A0130_00_08.bmp,1537.4895,Train_Ref/A0130.bmp
A0130,00,09,Distortion_3/A0130_00_09.bmp,1478.2006,Train_Ref/A0130.bmp
A0130,00,10,Distortion_3/A0130_00_10.bmp,1394.8722,Train_Ref/A0130.bmp
A0130,00,11,Distortion_3/A0130_00_11.bmp,1338.3156,Train_Ref/A0130.bmp
A0130,01,00,Distortion_3/A0130_01_00.bmp,1507.2709,Train_Ref/A0130.bmp
A0130,01,01,Distortion_3/A0130_01_01.bmp,1400.1315,Train_Ref/A0130.bmp
A0130,01,02,Distortion_3/A0130_01_02.bmp,1429.8040,Train_Ref/A0130.bmp
A0130,01,03,Distortion_3/A0130_01_03.bmp,1573.7156,Train_Ref/A0130.bmp
A0130,01,04,Distortion_3/A0130_01_04.bmp,1534.2412,Train_Ref/A0130.bmp
A0130,01,05,Distortion_3/A0130_01_05.bmp,1444.1721,Train_Ref/A0130.bmp
A0130,01,06,Distortion_3/A0130_01_06.bmp,1414.7184,Train_Ref/A0130.bmp
A0130,01,07,Distortion_3/A0130_01_07.bmp,1546.2665,Train_Ref/A0130.bmp
A0130,01,08,Distortion_3/A0130_01_08.bmp,1454.0845,Train_Ref/A0130.bmp
A0130,01,09,Distortion_3/A0130_01_09.bmp,1496.8578,Train_Ref/A0130.bmp
A0130,01,10,Distortion_3/A0130_01_10.bmp,1537.0126,Train_Ref/A0130.bmp
A0130,01,11,Distortion_3/A0130_01_11.bmp,1572.9507,Train_Ref/A0130.bmp
A0130,01,12,Distortion_3/A0130_01_12.bmp,1530.9547,Train_Ref/A0130.bmp
A0130,01,13,Distortion_3/A0130_01_13.bmp,1555.0437,Train_Ref/A0130.bmp
A0130,01,14,Distortion_3/A0130_01_14.bmp,1552.8932,Train_Ref/A0130.bmp
A0130,01,15,Distortion_3/A0130_01_15.bmp,1296.5187,Train_Ref/A0130.bmp
A0130,02,00,Distortion_3/A0130_02_00.bmp,1510.5409,Train_Ref/A0130.bmp
A0130,02,01,Distortion_3/A0130_02_01.bmp,1534.2914,Train_Ref/A0130.bmp
A0130,02,02,Distortion_3/A0130_02_02.bmp,1629.4301,Train_Ref/A0130.bmp
A0130,02,03,Distortion_3/A0130_02_03.bmp,1621.3796,Train_Ref/A0130.bmp
A0130,02,04,Distortion_3/A0130_02_04.bmp,1606.7546,Train_Ref/A0130.bmp
A0130,02,05,Distortion_3/A0130_02_05.bmp,1376.8407,Train_Ref/A0130.bmp
A0130,02,06,Distortion_3/A0130_02_06.bmp,1551.8048,Train_Ref/A0130.bmp
A0130,02,07,Distortion_3/A0130_02_07.bmp,1538.0375,Train_Ref/A0130.bmp
A0130,02,08,Distortion_3/A0130_02_08.bmp,1582.3062,Train_Ref/A0130.bmp
A0130,02,09,Distortion_3/A0130_02_09.bmp,1641.4762,Train_Ref/A0130.bmp
A0130,03,00,Distortion_3/A0130_03_00.bmp,1524.2089,Train_Ref/A0130.bmp
A0130,03,01,Distortion_3/A0130_03_01.bmp,1610.0725,Train_Ref/A0130.bmp
A0130,03,02,Distortion_3/A0130_03_02.bmp,1553.8827,Train_Ref/A0130.bmp
A0130,03,03,Distortion_3/A0130_03_03.bmp,1552.6755,Train_Ref/A0130.bmp
A0130,03,04,Distortion_3/A0130_03_04.bmp,1486.9284,Train_Ref/A0130.bmp
A0130,03,05,Distortion_3/A0130_03_05.bmp,1574.6137,Train_Ref/A0130.bmp
A0130,03,06,Distortion_3/A0130_03_06.bmp,1549.1628,Train_Ref/A0130.bmp
A0130,03,07,Distortion_3/A0130_03_07.bmp,1497.6250,Train_Ref/A0130.bmp
A0130,03,08,Distortion_3/A0130_03_08.bmp,1499.6773,Train_Ref/A0130.bmp
A0130,03,09,Distortion_3/A0130_03_09.bmp,1539.9656,Train_Ref/A0130.bmp
A0130,03,10,Distortion_3/A0130_03_10.bmp,1507.0140,Train_Ref/A0130.bmp
A0130,03,11,Distortion_3/A0130_03_11.bmp,1505.2084,Train_Ref/A0130.bmp
A0130,03,12,Distortion_3/A0130_03_12.bmp,1530.9227,Train_Ref/A0130.bmp
A0130,03,13,Distortion_3/A0130_03_13.bmp,1493.9407,Train_Ref/A0130.bmp
A0130,03,14,Distortion_3/A0130_03_14.bmp,1486.5133,Train_Ref/A0130.bmp
A0130,03,15,Distortion_3/A0130_03_15.bmp,1567.6357,Train_Ref/A0130.bmp
A0130,03,16,Distortion_3/A0130_03_16.bmp,1576.0021,Train_Ref/A0130.bmp
A0130,03,17,Distortion_3/A0130_03_17.bmp,1567.2887,Train_Ref/A0130.bmp
A0130,03,18,Distortion_3/A0130_03_18.bmp,1507.8175,Train_Ref/A0130.bmp
A0130,03,19,Distortion_3/A0130_03_19.bmp,1575.9359,Train_Ref/A0130.bmp
A0130,03,20,Distortion_3/A0130_03_20.bmp,1422.8316,Train_Ref/A0130.bmp
A0130,03,21,Distortion_3/A0130_03_21.bmp,1267.3656,Train_Ref/A0130.bmp
A0130,03,22,Distortion_3/A0130_03_22.bmp,1350.3965,Train_Ref/A0130.bmp
A0130,03,23,Distortion_3/A0130_03_23.bmp,1021.2567,Train_Ref/A0130.bmp
A0130,04,00,Distortion_3/A0130_04_00.bmp,1512.8187,Train_Ref/A0130.bmp
A0130,04,01,Distortion_3/A0130_04_01.bmp,1526.1502,Train_Ref/A0130.bmp
A0130,04,02,Distortion_3/A0130_04_02.bmp,1556.2119,Train_Ref/A0130.bmp
A0130,04,03,Distortion_3/A0130_04_03.bmp,1563.9222,Train_Ref/A0130.bmp
A0130,04,04,Distortion_3/A0130_04_04.bmp,1537.6483,Train_Ref/A0130.bmp
A0130,04,05,Distortion_3/A0130_04_05.bmp,1573.8310,Train_Ref/A0130.bmp
A0130,04,06,Distortion_3/A0130_04_06.bmp,1463.1860,Train_Ref/A0130.bmp
A0130,04,07,Distortion_3/A0130_04_07.bmp,1270.7236,Train_Ref/A0130.bmp
A0130,04,08,Distortion_3/A0130_04_08.bmp,1611.1621,Train_Ref/A0130.bmp
A0130,04,09,Distortion_3/A0130_04_09.bmp,1460.9430,Train_Ref/A0130.bmp
A0130,04,10,Distortion_3/A0130_04_10.bmp,1351.8981,Train_Ref/A0130.bmp
A0130,04,11,Distortion_3/A0130_04_11.bmp,1378.1510,Train_Ref/A0130.bmp
A0130,04,12,Distortion_3/A0130_04_12.bmp,1570.7586,Train_Ref/A0130.bmp
A0130,05,00,Distortion_3/A0130_05_00.bmp,1365.4262,Train_Ref/A0130.bmp
A0130,05,01,Distortion_3/A0130_05_01.bmp,1306.4745,Train_Ref/A0130.bmp
A0130,05,02,Distortion_3/A0130_05_02.bmp,1220.1080,Train_Ref/A0130.bmp
A0130,05,03,Distortion_3/A0130_05_03.bmp,1153.8526,Train_Ref/A0130.bmp
A0130,05,04,Distortion_3/A0130_05_04.bmp,1553.3708,Train_Ref/A0130.bmp
A0130,05,05,Distortion_3/A0130_05_05.bmp,1445.2723,Train_Ref/A0130.bmp
A0130,05,06,Distortion_3/A0130_05_06.bmp,1237.1151,Train_Ref/A0130.bmp
A0130,05,07,Distortion_3/A0130_05_07.bmp,1272.7276,Train_Ref/A0130.bmp
A0130,05,08,Distortion_3/A0130_05_08.bmp,1193.6688,Train_Ref/A0130.bmp
A0130,05,09,Distortion_3/A0130_05_09.bmp,1382.2944,Train_Ref/A0130.bmp
A0130,05,10,Distortion_3/A0130_05_10.bmp,1509.7427,Train_Ref/A0130.bmp
A0130,05,11,Distortion_3/A0130_05_11.bmp,1328.3065,Train_Ref/A0130.bmp
A0130,05,12,Distortion_3/A0130_05_12.bmp,1426.7539,Train_Ref/A0130.bmp
A0130,05,13,Distortion_3/A0130_05_13.bmp,1246.9605,Train_Ref/A0130.bmp
A0130,06,00,Distortion_3/A0130_06_00.bmp,1316.1157,Train_Ref/A0130.bmp
A0130,06,01,Distortion_3/A0130_06_01.bmp,1233.2191,Train_Ref/A0130.bmp
A0130,06,02,Distortion_3/A0130_06_02.bmp,1424.3107,Train_Ref/A0130.bmp
A0130,06,03,Distortion_3/A0130_06_03.bmp,1421.1580,Train_Ref/A0130.bmp
A0130,06,04,Distortion_3/A0130_06_04.bmp,1275.6022,Train_Ref/A0130.bmp
A0130,06,05,Distortion_3/A0130_06_05.bmp,1452.1426,Train_Ref/A0130.bmp
A0130,06,06,Distortion_3/A0130_06_06.bmp,1251.5725,Train_Ref/A0130.bmp
A0130,06,07,Distortion_3/A0130_06_07.bmp,1414.5639,Train_Ref/A0130.bmp
A0130,06,08,Distortion_3/A0130_06_08.bmp,1532.2939,Train_Ref/A0130.bmp
A0130,06,09,Distortion_3/A0130_06_09.bmp,1305.0756,Train_Ref/A0130.bmp
A0130,06,10,Distortion_3/A0130_06_10.bmp,1154.3843,Train_Ref/A0130.bmp
A0130,06,11,Distortion_3/A0130_06_11.bmp,1412.0515,Train_Ref/A0130.bmp
A0130,06,12,Distortion_3/A0130_06_12.bmp,1362.8070,Train_Ref/A0130.bmp
A0130,06,13,Distortion_3/A0130_06_13.bmp,1374.1452,Train_Ref/A0130.bmp
A0130,06,14,Distortion_3/A0130_06_14.bmp,1446.7609,Train_Ref/A0130.bmp
A0130,06,15,Distortion_3/A0130_06_15.bmp,1310.3353,Train_Ref/A0130.bmp
A0130,06,16,Distortion_3/A0130_06_16.bmp,1319.5405,Train_Ref/A0130.bmp
A0130,06,17,Distortion_3/A0130_06_17.bmp,1406.5664,Train_Ref/A0130.bmp
A0130,06,18,Distortion_3/A0130_06_18.bmp,1406.9098,Train_Ref/A0130.bmp
A0130,06,19,Distortion_3/A0130_06_19.bmp,1271.4151,Train_Ref/A0130.bmp
A0130,06,20,Distortion_3/A0130_06_20.bmp,1372.2541,Train_Ref/A0130.bmp
A0130,06,21,Distortion_3/A0130_06_21.bmp,1319.1646,Train_Ref/A0130.bmp
